"Año","Mes","Comunidad autónoma","Provincia","Número de casos","Número de casos con protección policial"
"Año 2016","Octubre","Andalucía","Cádiz","2429.0","1263.0"
"Año 2016","Octubre","Andalucía","Córdoba","919.0","591.0"
"Año 2016","Octubre","Andalucía","Granada","1370.0","665.0"
"Año 2016","Octubre","Andalucía","Huelva","926.0","345.0"
"Año 2016","Octubre","Andalucía","Jaén","1300.0","672.0"
"Año 2016","Octubre","Andalucía","Málaga","2972.0","1115.0"
"Año 2016","Octubre","Andalucía","Sevilla","2894.0","1167.0"
"Año 2016","Octubre","Aragón","Huesca","230.0","60.0"
"Año 2016","Octubre","Aragón","Teruel","90.0","48.0"
"Año 2016","Octubre","Aragón","Zaragoza","1138.0","732.0"
"Año 2016","Octubre","Principado de Asturias","Asturias","1145.0","377.0"
"Año 2016","Octubre","Illes Balears","Illes Balears","2234.0","725.0"
"Año 2016","Octubre","Canarias","Las Palmas","1648.0","1016.0"
"Año 2016","Octubre","Canarias","Santa Cruz de Tenerife","2226.0","875.0"
"Año 2016","Octubre","Cantabria","Cantabria","662.0","265.0"
"Año 2016","Octubre","Castilla y León","Ávila","157.0","71.0"
"Año 2016","Octubre","Castilla y León","Burgos","412.0","158.0"
"Año 2016","Octubre","Castilla y León","León","528.0","212.0"
"Año 2016","Octubre","Castilla y León","Palencia","198.0","68.0"
"Año 2016","Octubre","Castilla y León","Salamanca","338.0","68.0"
"Año 2016","Octubre","Castilla y León","Segovia","172.0","123.0"
"Año 2016","Octubre","Castilla y León","Soria","82.0","27.0"
"Año 2016","Octubre","Castilla y León","Valladolid","498.0","72.0"
"Año 2016","Octubre","Castilla y León","Zamora","136.0","34.0"
"Año 2016","Octubre","Castilla-La Mancha","Albacete","581.0","134.0"
"Año 2016","Octubre","Castilla-La Mancha","Ciudad Real","635.0","257.0"
"Año 2016","Octubre","Castilla-La Mancha","Cuenca","256.0","44.0"
"Año 2016","Octubre","Castilla-La Mancha","Guadalajara","313.0","97.0"
"Año 2016","Octubre","Castilla-La Mancha","Toledo","923.0","215.0"
"Año 2016","Octubre","Cataluña","Barcelona","0.0","0.0"
"Año 2016","Octubre","Cataluña","Girona","0.0","0.0"
"Año 2016","Octubre","Cataluña","Lleida","0.0","0.0"
"Año 2016","Octubre","Cataluña","Tarragona","0.0","0.0"
"Año 2016","Octubre","Comunitat Valenciana","Alicante/Alacant","3796.0","1412.0"
"Año 2016","Octubre","Comunitat Valenciana","Castellón/Castelló","715.0","291.0"
"Año 2016","Octubre","Comunitat Valenciana","Valencia/València","3888.0","1400.0"
"Año 2016","Octubre","Extremadura","Badajoz","878.0","462.0"
"Año 2016","Octubre","Extremadura","Cáceres","680.0","292.0"
"Año 2016","Octubre","Galicia","A Coruña","1259.0","591.0"
"Año 2016","Octubre","Galicia","Lugo","461.0","186.0"
"Año 2016","Octubre","Galicia","Ourense","346.0","82.0"
"Año 2016","Octubre","Galicia","Pontevedra","908.0","320.0"
"Año 2016","Octubre","Comunidad de Madrid","Madrid","7137.0","2090.0"
"Año 2016","Octubre","Región de Murcia","Murcia","2389.0","1198.0"
"Año 2016","Octubre","Comunidad Foral de Navarra","Navarra","788.0","281.0"
"Año 2016","Octubre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2016","Octubre","País Vasco","Bizkaia","0.0","0.0"
"Año 2016","Octubre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2016","Octubre","La Rioja","La Rioja","340.0","177.0"
"Año 2016","Octubre","Ceuta","Ceuta","150.0","55.0"
"Año 2016","Octubre","Melilla","Melilla","123.0","77.0"
"Año 2016","Octubre","Extranjero","Extranjero","0.0","0.0"
"Año 2016","Noviembre","Desconocida","Desconocida","0.0","0.0"
"Año 2016","Noviembre","Andalucía","Almería","1580.0","622.0"
"Año 2016","Noviembre","Andalucía","Cádiz","2359.0","1289.0"
"Año 2016","Noviembre","Andalucía","Córdoba","923.0","620.0"
"Año 2016","Noviembre","Andalucía","Granada","1350.0","654.0"
"Año 2016","Noviembre","Andalucía","Huelva","942.0","409.0"
"Año 2016","Noviembre","Andalucía","Jaén","1301.0","706.0"
"Año 2016","Noviembre","Andalucía","Málaga","2931.0","1167.0"
"Año 2016","Noviembre","Andalucía","Sevilla","2875.0","1280.0"
"Año 2016","Noviembre","Aragón","Huesca","224.0","67.0"
"Año 2016","Noviembre","Aragón","Teruel","101.0","53.0"
"Año 2016","Noviembre","Aragón","Zaragoza","1124.0","791.0"
"Año 2016","Noviembre","Principado de Asturias","Asturias","1142.0","394.0"
"Año 2016","Noviembre","Illes Balears","Illes Balears","2177.0","777.0"
"Año 2016","Noviembre","Canarias","Las Palmas","1647.0","975.0"
"Año 2016","Noviembre","Canarias","Santa Cruz de Tenerife","2176.0","894.0"
"Año 2016","Noviembre","Cantabria","Cantabria","636.0","275.0"
"Año 2016","Noviembre","Castilla y León","Ávila","152.0","69.0"
"Año 2016","Noviembre","Castilla y León","Burgos","412.0","164.0"
"Año 2016","Noviembre","Castilla y León","León","514.0","224.0"
"Año 2016","Noviembre","Castilla y León","Palencia","197.0","74.0"
"Año 2016","Noviembre","Castilla y León","Salamanca","322.0","67.0"
"Año 2016","Noviembre","Castilla y León","Segovia","180.0","133.0"
"Año 2016","Noviembre","Castilla y León","Soria","81.0","21.0"
"Año 2016","Noviembre","Castilla y León","Valladolid","488.0","77.0"
"Año 2016","Noviembre","Castilla y León","Zamora","142.0","34.0"
"Año 2016","Noviembre","Castilla-La Mancha","Albacete","572.0","171.0"
"Año 2016","Noviembre","Castilla-La Mancha","Ciudad Real","628.0","259.0"
"Año 2016","Noviembre","Castilla-La Mancha","Cuenca","241.0","47.0"
"Año 2016","Noviembre","Castilla-La Mancha","Guadalajara","308.0","108.0"
"Año 2016","Noviembre","Castilla-La Mancha","Toledo","926.0","232.0"
"Año 2016","Noviembre","Cataluña","Barcelona","0.0","0.0"
"Año 2016","Noviembre","Cataluña","Girona","0.0","0.0"
"Año 2016","Noviembre","Cataluña","Lleida","0.0","0.0"
"Año 2016","Noviembre","Cataluña","Tarragona","0.0","0.0"
"Año 2016","Noviembre","Comunitat Valenciana","Alicante/Alacant","3734.0","1443.0"
"Año 2016","Noviembre","Comunitat Valenciana","Castellón/Castelló","708.0","309.0"
"Año 2016","Noviembre","Comunitat Valenciana","Valencia/València","3827.0","1504.0"
"Año 2016","Noviembre","Extremadura","Badajoz","895.0","484.0"
"Año 2016","Noviembre","Extremadura","Cáceres","678.0","301.0"
"Año 2016","Noviembre","Galicia","A Coruña","1285.0","628.0"
"Año 2016","Noviembre","Galicia","Lugo","467.0","193.0"
"Año 2016","Noviembre","Galicia","Ourense","349.0","92.0"
"Año 2016","Noviembre","Galicia","Pontevedra","918.0","337.0"
"Año 2016","Noviembre","Comunidad de Madrid","Madrid","6994.0","2261.0"
"Año 2016","Noviembre","Región de Murcia","Murcia","2344.0","1201.0"
"Año 2016","Noviembre","Comunidad Foral de Navarra","Navarra","806.0","289.0"
"Año 2016","Noviembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2016","Noviembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2016","Noviembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2016","Noviembre","La Rioja","La Rioja","350.0","177.0"
"Año 2016","Noviembre","Ceuta","Ceuta","148.0","72.0"
"Año 2016","Noviembre","Melilla","Melilla","125.0","77.0"
"Año 2016","Noviembre","Extranjero","Extranjero","0.0","0.0"
"Año 2016","Diciembre","Desconocida","Desconocida","0.0","0.0"
"Año 2016","Diciembre","Andalucía","Almería","1566.0","632.0"
"Año 2016","Diciembre","Andalucía","Cádiz","2363.0","1336.0"
"Año 2016","Diciembre","Andalucía","Córdoba","945.0","638.0"
"Año 2016","Diciembre","Andalucía","Granada","1368.0","665.0"
"Año 2016","Diciembre","Andalucía","Huelva","974.0","449.0"
"Año 2016","Diciembre","Andalucía","Jaén","1299.0","702.0"
"Año 2016","Diciembre","Andalucía","Málaga","3001.0","1245.0"
"Año 2016","Diciembre","Andalucía","Sevilla","2908.0","1350.0"
"Año 2016","Diciembre","Aragón","Huesca","226.0","72.0"
"Año 2016","Diciembre","Aragón","Teruel","103.0","56.0"
"Año 2016","Diciembre","Aragón","Zaragoza","1077.0","766.0"
"Año 2016","Diciembre","Principado de Asturias","Asturias","1169.0","441.0"
"Año 2016","Diciembre","Illes Balears","Illes Balears","2207.0","813.0"
"Año 2016","Diciembre","Canarias","Las Palmas","1641.0","951.0"
"Año 2016","Diciembre","Canarias","Santa Cruz de Tenerife","2168.0","913.0"
"Año 2016","Diciembre","Cantabria","Cantabria","652.0","282.0"
"Año 2016","Diciembre","Castilla y León","Ávila","153.0","72.0"
"Año 2016","Diciembre","Castilla y León","Burgos","421.0","172.0"
"Año 2016","Diciembre","Castilla y León","León","521.0","226.0"
"Año 2016","Diciembre","Castilla y León","Palencia","202.0","77.0"
"Año 2016","Diciembre","Castilla y León","Salamanca","315.0","73.0"
"Año 2016","Diciembre","Castilla y León","Segovia","172.0","132.0"
"Año 2016","Diciembre","Castilla y León","Soria","92.0","29.0"
"Año 2016","Diciembre","Castilla y León","Valladolid","478.0","78.0"
"Año 2016","Diciembre","Castilla y León","Zamora","124.0","33.0"
"Año 2016","Diciembre","Castilla-La Mancha","Albacete","568.0","192.0"
"Año 2016","Diciembre","Castilla-La Mancha","Ciudad Real","640.0","259.0"
"Año 2016","Diciembre","Castilla-La Mancha","Cuenca","249.0","53.0"
"Año 2016","Diciembre","Castilla-La Mancha","Guadalajara","302.0","112.0"
"Año 2016","Diciembre","Castilla-La Mancha","Toledo","925.0","241.0"
"Año 2016","Diciembre","Cataluña","Barcelona","0.0","0.0"
"Año 2016","Diciembre","Cataluña","Girona","0.0","0.0"
"Año 2016","Diciembre","Cataluña","Lleida","0.0","0.0"
"Año 2016","Diciembre","Cataluña","Tarragona","0.0","0.0"
"Año 2016","Diciembre","Comunitat Valenciana","Alicante/Alacant","3718.0","1520.0"
"Año 2016","Diciembre","Comunitat Valenciana","Castellón/Castelló","714.0","321.0"
"Año 2016","Diciembre","Comunitat Valenciana","Valencia/València","3856.0","1588.0"
"Año 2016","Diciembre","Extremadura","Badajoz","881.0","493.0"
"Año 2016","Diciembre","Extremadura","Cáceres","673.0","307.0"
"Año 2016","Diciembre","Galicia","A Coruña","1309.0","659.0"
"Año 2016","Diciembre","Galicia","Lugo","472.0","195.0"
"Año 2016","Diciembre","Galicia","Ourense","343.0","97.0"
"Año 2016","Diciembre","Galicia","Pontevedra","961.0","394.0"
"Año 2016","Diciembre","Comunidad de Madrid","Madrid","7083.0","2477.0"
"Año 2016","Diciembre","Región de Murcia","Murcia","2335.0","1229.0"
"Año 2016","Diciembre","Comunidad Foral de Navarra","Navarra","821.0","293.0"
"Año 2016","Diciembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2016","Diciembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2016","Diciembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2016","Diciembre","La Rioja","La Rioja","361.0","186.0"
"Año 2016","Diciembre","Ceuta","Ceuta","158.0","79.0"
"Año 2016","Diciembre","Melilla","Melilla","121.0","69.0"
"Año 2016","Diciembre","Extranjero","Extranjero","0.0","0.0"
"Año 2017","Enero","Desconocida","Desconocida","0.0","0.0"
"Año 2017","Enero","Andalucía","Almería","1606.0","653.0"
"Año 2017","Enero","Andalucía","Cádiz","2364.0","1371.0"
"Año 2017","Enero","Andalucía","Córdoba","912.0","610.0"
"Año 2017","Enero","Andalucía","Granada","1370.0","682.0"
"Año 2017","Enero","Andalucía","Huelva","967.0","453.0"
"Año 2017","Enero","Andalucía","Jaén","1303.0","714.0"
"Año 2017","Enero","Andalucía","Málaga","2976.0","1259.0"
"Año 2017","Enero","Andalucía","Sevilla","2876.0","1390.0"
"Año 2017","Enero","Aragón","Huesca","224.0","72.0"
"Año 2017","Enero","Aragón","Teruel","101.0","53.0"
"Año 2017","Enero","Aragón","Zaragoza","1074.0","774.0"
"Año 2017","Enero","Principado de Asturias","Asturias","1152.0","442.0"
"Año 2017","Enero","Illes Balears","Illes Balears","2183.0","806.0"
"Año 2017","Enero","Canarias","Las Palmas","1629.0","959.0"
"Año 2017","Enero","Canarias","Santa Cruz de Tenerife","2073.0","974.0"
"Año 2017","Enero","Cantabria","Cantabria","653.0","283.0"
"Año 2017","Enero","Castilla y León","Ávila","156.0","78.0"
"Año 2017","Enero","Castilla y León","Burgos","419.0","182.0"
"Año 2017","Enero","Castilla y León","León","520.0","222.0"
"Año 2017","Enero","Castilla y León","Palencia","194.0","71.0"
"Año 2017","Enero","Castilla y León","Salamanca","303.0","67.0"
"Año 2017","Enero","Castilla y León","Segovia","171.0","129.0"
"Año 2017","Enero","Castilla y León","Soria","87.0","28.0"
"Año 2017","Enero","Castilla y León","Valladolid","465.0","77.0"
"Año 2017","Enero","Castilla y León","Zamora","124.0","35.0"
"Año 2017","Enero","Castilla-La Mancha","Albacete","569.0","203.0"
"Año 2017","Enero","Castilla-La Mancha","Ciudad Real","633.0","260.0"
"Año 2017","Enero","Castilla-La Mancha","Cuenca","249.0","49.0"
"Año 2017","Enero","Castilla-La Mancha","Guadalajara","296.0","118.0"
"Año 2017","Enero","Castilla-La Mancha","Toledo","905.0","229.0"
"Año 2017","Enero","Cataluña","Barcelona","0.0","0.0"
"Año 2017","Enero","Cataluña","Girona","0.0","0.0"
"Año 2017","Enero","Cataluña","Lleida","0.0","0.0"
"Año 2017","Enero","Cataluña","Tarragona","0.0","0.0"
"Año 2017","Enero","Comunitat Valenciana","Alicante/Alacant","3657.0","1532.0"
"Año 2017","Enero","Comunitat Valenciana","Castellón/Castelló","713.0","344.0"
"Año 2017","Enero","Comunitat Valenciana","Valencia/València","3776.0","1565.0"
"Año 2017","Enero","Extremadura","Badajoz","864.0","482.0"
"Año 2017","Enero","Extremadura","Cáceres","640.0","286.0"
"Año 2017","Enero","Galicia","A Coruña","1294.0","658.0"
"Año 2017","Enero","Galicia","Lugo","474.0","196.0"
"Año 2017","Enero","Galicia","Ourense","354.0","111.0"
"Año 2017","Enero","Galicia","Pontevedra","936.0","397.0"
"Año 2017","Enero","Comunidad de Madrid","Madrid","6909.0","2455.0"
"Año 2017","Enero","Región de Murcia","Murcia","2328.0","1239.0"
"Año 2017","Enero","Comunidad Foral de Navarra","Navarra","813.0","312.0"
"Año 2017","Enero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2017","Enero","País Vasco","Bizkaia","0.0","0.0"
"Año 2017","Enero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2017","Enero","La Rioja","La Rioja","352.0","193.0"
"Año 2017","Enero","Ceuta","Ceuta","154.0","74.0"
"Año 2017","Enero","Melilla","Melilla","122.0","71.0"
"Año 2017","Enero","Extranjero","Extranjero","0.0","0.0"
"Año 2017","Febrero","Desconocida","Desconocida","0.0","0.0"
"Año 2017","Febrero","Andalucía","Almería","1614.0","671.0"
"Año 2017","Febrero","Andalucía","Cádiz","2356.0","1363.0"
"Año 2017","Febrero","Andalucía","Córdoba","893.0","601.0"
"Año 2017","Febrero","Andalucía","Granada","1358.0","688.0"
"Año 2017","Febrero","Andalucía","Huelva","956.0","456.0"
"Año 2017","Febrero","Andalucía","Jaén","1270.0","707.0"
"Año 2017","Febrero","Andalucía","Málaga","2982.0","1300.0"
"Año 2017","Febrero","Andalucía","Sevilla","2885.0","1412.0"
"Año 2017","Febrero","Aragón","Huesca","225.0","72.0"
"Año 2017","Febrero","Aragón","Teruel","105.0","57.0"
"Año 2017","Febrero","Aragón","Zaragoza","1130.0","808.0"
"Año 2017","Febrero","Principado de Asturias","Asturias","1161.0","457.0"
"Año 2017","Febrero","Illes Balears","Illes Balears","2194.0","833.0"
"Año 2017","Febrero","Canarias","Las Palmas","1629.0","983.0"
"Año 2017","Febrero","Canarias","Santa Cruz de Tenerife","2040.0","1001.0"
"Año 2017","Febrero","Cantabria","Cantabria","651.0","291.0"
"Año 2017","Febrero","Castilla y León","Ávila","156.0","80.0"
"Año 2017","Febrero","Castilla y León","Burgos","414.0","180.0"
"Año 2017","Febrero","Castilla y León","León","534.0","251.0"
"Año 2017","Febrero","Castilla y León","Palencia","194.0","66.0"
"Año 2017","Febrero","Castilla y León","Salamanca","297.0","78.0"
"Año 2017","Febrero","Castilla y León","Segovia","167.0","124.0"
"Año 2017","Febrero","Castilla y León","Soria","90.0","28.0"
"Año 2017","Febrero","Castilla y León","Valladolid","479.0","74.0"
"Año 2017","Febrero","Castilla y León","Zamora","127.0","33.0"
"Año 2017","Febrero","Castilla-La Mancha","Albacete","560.0","200.0"
"Año 2017","Febrero","Castilla-La Mancha","Ciudad Real","628.0","266.0"
"Año 2017","Febrero","Castilla-La Mancha","Cuenca","255.0","48.0"
"Año 2017","Febrero","Castilla-La Mancha","Guadalajara","296.0","126.0"
"Año 2017","Febrero","Castilla-La Mancha","Toledo","912.0","244.0"
"Año 2017","Febrero","Cataluña","Barcelona","0.0","0.0"
"Año 2017","Febrero","Cataluña","Girona","0.0","0.0"
"Año 2017","Febrero","Cataluña","Lleida","0.0","0.0"
"Año 2017","Febrero","Cataluña","Tarragona","0.0","0.0"
"Año 2017","Febrero","Comunitat Valenciana","Alicante/Alacant","3621.0","1560.0"
"Año 2017","Febrero","Comunitat Valenciana","Castellón/Castelló","742.0","377.0"
"Año 2017","Febrero","Comunitat Valenciana","Valencia/València","3756.0","1565.0"
"Año 2017","Febrero","Extremadura","Badajoz","869.0","490.0"
"Año 2017","Febrero","Extremadura","Cáceres","643.0","292.0"
"Año 2017","Febrero","Galicia","A Coruña","1292.0","679.0"
"Año 2017","Febrero","Galicia","Lugo","472.0","204.0"
"Año 2017","Febrero","Galicia","Ourense","368.0","113.0"
"Año 2017","Febrero","Galicia","Pontevedra","919.0","392.0"
"Año 2017","Febrero","Comunidad de Madrid","Madrid","7050.0","2646.0"
"Año 2017","Febrero","Región de Murcia","Murcia","2314.0","1246.0"
"Año 2017","Febrero","Comunidad Foral de Navarra","Navarra","809.0","320.0"
"Año 2017","Febrero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2017","Febrero","País Vasco","Bizkaia","0.0","0.0"
"Año 2017","Febrero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2017","Febrero","La Rioja","La Rioja","353.0","202.0"
"Año 2017","Febrero","Ceuta","Ceuta","168.0","80.0"
"Año 2017","Febrero","Melilla","Melilla","126.0","73.0"
"Año 2017","Febrero","Extranjero","Extranjero","0.0","0.0"
"Año 2017","Marzo","Desconocida","Desconocida","0.0","0.0"
"Año 2017","Marzo","Andalucía","Almería","1657.0","662.0"
"Año 2017","Marzo","Andalucía","Cádiz","2376.0","1394.0"
"Año 2017","Marzo","Andalucía","Córdoba","917.0","621.0"
"Año 2017","Marzo","Andalucía","Granada","1392.0","739.0"
"Año 2017","Marzo","Andalucía","Huelva","980.0","459.0"
"Año 2017","Marzo","Andalucía","Jaén","1274.0","706.0"
"Año 2017","Marzo","Andalucía","Málaga","3013.0","1345.0"
"Año 2017","Marzo","Andalucía","Sevilla","2951.0","1459.0"
"Año 2017","Marzo","Aragón","Huesca","227.0","76.0"
"Año 2017","Marzo","Aragón","Teruel","111.0","63.0"
"Año 2017","Marzo","Aragón","Zaragoza","1121.0","804.0"
"Año 2017","Marzo","Principado de Asturias","Asturias","1146.0","463.0"
"Año 2017","Marzo","Illes Balears","Illes Balears","2174.0","866.0"
"Año 2017","Marzo","Canarias","Las Palmas","1680.0","1013.0"
"Año 2017","Marzo","Canarias","Santa Cruz de Tenerife","2065.0","1023.0"
"Año 2017","Marzo","Cantabria","Cantabria","669.0","318.0"
"Año 2017","Marzo","Castilla y León","Ávila","155.0","83.0"
"Año 2017","Marzo","Castilla y León","Burgos","413.0","185.0"
"Año 2017","Marzo","Castilla y León","León","547.0","265.0"
