"Año","Mes","Comunidad autónoma","Provincia","Altas","Bajas","Usuarias activas"
"Año 2014","Noviembre","Canarias","Santa Cruz de Tenerife","24.0","10.0","364.0"
"Año 2014","Noviembre","Cantabria","Cantabria","12.0","16.0","167.0"
"Año 2014","Noviembre","Castilla y León","Ávila","0.0","0.0","23.0"
"Año 2014","Noviembre","Castilla y León","Burgos","3.0","4.0","28.0"
"Año 2014","Noviembre","Castilla y León","León","1.0","2.0","78.0"
"Año 2014","Noviembre","Castilla y León","Palencia","0.0","0.0","11.0"
"Año 2014","Noviembre","Castilla y León","Salamanca","3.0","1.0","30.0"
"Año 2014","Noviembre","Castilla y León","Segovia","0.0","0.0","12.0"
"Año 2014","Noviembre","Castilla y León","Soria","1.0","2.0","25.0"
"Año 2014","Noviembre","Castilla y León","Valladolid","1.0","4.0","34.0"
"Año 2014","Noviembre","Castilla y León","Zamora","1.0","1.0","25.0"
"Año 2014","Noviembre","Castilla-La Mancha","Albacete","7.0","5.0","124.0"
"Año 2014","Noviembre","Castilla-La Mancha","Ciudad Real","6.0","9.0","158.0"
"Año 2014","Noviembre","Castilla-La Mancha","Cuenca","1.0","5.0","50.0"
"Año 2014","Noviembre","Castilla-La Mancha","Guadalajara","6.0","5.0","104.0"
"Año 2014","Noviembre","Castilla-La Mancha","Toledo","7.0","10.0","286.0"
"Año 2014","Noviembre","Cataluña","Barcelona","55.0","52.0","1053.0"
"Año 2014","Noviembre","Cataluña","Girona","2.0","9.0","183.0"
"Año 2014","Noviembre","Cataluña","Lleida","10.0","12.0","111.0"
"Año 2014","Noviembre","Cataluña","Tarragona","24.0","22.0","287.0"
"Año 2014","Noviembre","Comunitat Valenciana","Alicante/Alacant","36.0","51.0","659.0"
"Año 2014","Noviembre","Comunitat Valenciana","Castellón/Castelló","13.0","7.0","273.0"
"Año 2014","Noviembre","Comunitat Valenciana","Valencia/València","46.0","45.0","943.0"
"Año 2014","Noviembre","Extremadura","Badajoz","6.0","6.0","97.0"
"Año 2014","Noviembre","Extremadura","Cáceres","5.0","12.0","83.0"
"Año 2014","Noviembre","Galicia","A Coruña","13.0","20.0","273.0"
"Año 2014","Noviembre","Galicia","Lugo","1.0","2.0","26.0"
"Año 2014","Noviembre","Galicia","Ourense","3.0","1.0","25.0"
"Año 2014","Noviembre","Galicia","Pontevedra","3.0","5.0","119.0"
"Año 2014","Noviembre","Comunidad de Madrid","Madrid","74.0","64.0","1309.0"
"Año 2014","Noviembre","Región de Murcia","Murcia","16.0","5.0","232.0"
"Año 2014","Noviembre","Comunidad Foral de Navarra","Navarra","4.0","3.0","47.0"
"Año 2014","Noviembre","País Vasco","Araba/Álava","2.0","0.0","18.0"
"Año 2014","Noviembre","País Vasco","Bizkaia","0.0","1.0","20.0"
"Año 2014","Noviembre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Noviembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Noviembre","Ceuta","Ceuta","5.0","1.0","22.0"
"Año 2014","Noviembre","Melilla","Melilla","0.0","0.0","6.0"
"Año 2014","Diciembre","Andalucía","Almería","4.0","9.0","89.0"
"Año 2014","Diciembre","Andalucía","Cádiz","27.0","19.0","308.0"
"Año 2014","Diciembre","Andalucía","Córdoba","12.0","10.0","176.0"
"Año 2014","Diciembre","Andalucía","Granada","12.0","8.0","238.0"
"Año 2014","Diciembre","Andalucía","Huelva","7.0","6.0","100.0"
"Año 2014","Diciembre","Andalucía","Jaén","9.0","5.0","207.0"
"Año 2014","Diciembre","Andalucía","Málaga","17.0","19.0","380.0"
"Año 2014","Diciembre","Andalucía","Sevilla","38.0","22.0","707.0"
"Año 2014","Diciembre","Aragón","Huesca","4.0","3.0","36.0"
"Año 2014","Diciembre","Aragón","Teruel","1.0","2.0","28.0"
"Año 2014","Diciembre","Aragón","Zaragoza","6.0","5.0","104.0"
"Año 2014","Diciembre","Principado de Asturias","Asturias","26.0","27.0","412.0"
"Año 2014","Diciembre","Illes Balears","Illes Balears","11.0","2.0","139.0"
"Año 2014","Diciembre","Canarias","Las Palmas","9.0","16.0","217.0"
"Año 2014","Diciembre","Canarias","Santa Cruz de Tenerife","16.0","15.0","365.0"
"Año 2014","Diciembre","Cantabria","Cantabria","14.0","12.0","169.0"
"Año 2014","Diciembre","Castilla y León","Ávila","1.0","3.0","21.0"
"Año 2014","Diciembre","Castilla y León","Burgos","2.0","2.0","28.0"
"Año 2014","Diciembre","Castilla y León","León","3.0","3.0","78.0"
"Año 2014","Diciembre","Castilla y León","Palencia","1.0","1.0","11.0"
"Año 2014","Diciembre","Castilla y León","Salamanca","5.0","3.0","32.0"
"Año 2014","Diciembre","Castilla y León","Segovia","2.0","0.0","14.0"
"Año 2014","Diciembre","Castilla y León","Soria","4.0","1.0","28.0"
"Año 2014","Diciembre","Castilla y León","Valladolid","5.0","1.0","38.0"
"Año 2014","Diciembre","Castilla y León","Zamora","4.0","1.0","28.0"
"Año 2014","Diciembre","Castilla-La Mancha","Albacete","9.0","12.0","121.0"
"Año 2014","Diciembre","Castilla-La Mancha","Ciudad Real","6.0","10.0","154.0"
"Año 2014","Diciembre","Castilla-La Mancha","Cuenca","1.0","1.0","50.0"
"Año 2014","Diciembre","Castilla-La Mancha","Guadalajara","6.0","9.0","101.0"
"Año 2014","Diciembre","Castilla-La Mancha","Toledo","19.0","15.0","290.0"
"Año 2014","Diciembre","Cataluña","Barcelona","57.0","41.0","1069.0"
"Año 2014","Diciembre","Cataluña","Girona","9.0","9.0","183.0"
"Año 2014","Diciembre","Cataluña","Lleida","4.0","6.0","109.0"
"Año 2014","Diciembre","Cataluña","Tarragona","20.0","19.0","288.0"
"Año 2014","Diciembre","Comunitat Valenciana","Alicante/Alacant","49.0","41.0","667.0"
"Año 2014","Diciembre","Comunitat Valenciana","Castellón/Castelló","14.0","12.0","275.0"
"Año 2014","Diciembre","Comunitat Valenciana","Valencia/València","44.0","43.0","944.0"
"Año 2014","Diciembre","Extremadura","Badajoz","7.0","4.0","100.0"
"Año 2014","Diciembre","Extremadura","Cáceres","5.0","5.0","83.0"
"Año 2014","Diciembre","Galicia","A Coruña","11.0","12.0","272.0"
"Año 2014","Diciembre","Galicia","Lugo","0.0","0.0","26.0"
"Año 2014","Diciembre","Galicia","Ourense","0.0","2.0","23.0"
"Año 2014","Diciembre","Galicia","Pontevedra","4.0","8.0","115.0"
"Año 2014","Diciembre","Comunidad de Madrid","Madrid","81.0","75.0","1315.0"
"Año 2014","Diciembre","Región de Murcia","Murcia","21.0","8.0","245.0"
"Año 2014","Diciembre","Comunidad Foral de Navarra","Navarra","3.0","0.0","50.0"
"Año 2014","Diciembre","País Vasco","Araba/Álava","1.0","1.0","18.0"
"Año 2014","Diciembre","País Vasco","Bizkaia","1.0","1.0","20.0"
"Año 2014","Diciembre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2014","Diciembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2014","Diciembre","Ceuta","Ceuta","2.0","1.0","23.0"
"Año 2014","Diciembre","Melilla","Melilla","0.0","0.0","6.0"
"Año 2015","Enero","Andalucía","Almería","6.0","6.0","89.0"
"Año 2015","Enero","Andalucía","Cádiz","9.0","8.0","309.0"
"Año 2015","Enero","Andalucía","Córdoba","8.0","8.0","176.0"
"Año 2015","Enero","Andalucía","Granada","11.0","17.0","232.0"
"Año 2015","Enero","Andalucía","Huelva","3.0","6.0","97.0"
"Año 2015","Enero","Andalucía","Jaén","5.0","5.0","207.0"
"Año 2015","Enero","Andalucía","Málaga","23.0","28.0","375.0"
"Año 2015","Enero","Andalucía","Sevilla","24.0","24.0","707.0"
"Año 2015","Enero","Aragón","Huesca","1.0","2.0","35.0"
"Año 2015","Enero","Aragón","Teruel","1.0","1.0","28.0"
"Año 2015","Enero","Aragón","Zaragoza","6.0","11.0","99.0"
"Año 2015","Enero","Principado de Asturias","Asturias","28.0","26.0","414.0"
"Año 2015","Enero","Illes Balears","Illes Balears","8.0","12.0","135.0"
"Año 2015","Enero","Canarias","Las Palmas","6.0","15.0","208.0"
"Año 2015","Enero","Canarias","Santa Cruz de Tenerife","5.0","22.0","348.0"
"Año 2015","Enero","Cantabria","Cantabria","5.0","3.0","171.0"
"Año 2015","Enero","Castilla y León","Ávila","2.0","0.0","23.0"
"Año 2015","Enero","Castilla y León","Burgos","0.0","3.0","25.0"
"Año 2015","Enero","Castilla y León","León","6.0","6.0","78.0"
"Año 2015","Enero","Castilla y León","Palencia","0.0","0.0","11.0"
"Año 2015","Enero","Castilla y León","Salamanca","2.0","2.0","32.0"
"Año 2015","Enero","Castilla y León","Segovia","4.0","0.0","18.0"
"Año 2015","Enero","Castilla y León","Soria","0.0","0.0","28.0"
"Año 2015","Enero","Castilla y León","Valladolid","5.0","1.0","42.0"
"Año 2015","Enero","Castilla y León","Zamora","2.0","4.0","26.0"
"Año 2015","Enero","Castilla-La Mancha","Albacete","6.0","9.0","118.0"
"Año 2015","Enero","Castilla-La Mancha","Ciudad Real","12.0","10.0","156.0"
"Año 2015","Enero","Castilla-La Mancha","Cuenca","2.0","3.0","49.0"
"Año 2015","Enero","Castilla-La Mancha","Guadalajara","4.0","7.0","98.0"
"Año 2015","Enero","Castilla-La Mancha","Toledo","14.0","12.0","292.0"
"Año 2015","Enero","Cataluña","Barcelona","53.0","58.0","1064.0"
"Año 2015","Enero","Cataluña","Girona","8.0","10.0","181.0"
"Año 2015","Enero","Cataluña","Lleida","6.0","6.0","109.0"
"Año 2015","Enero","Cataluña","Tarragona","15.0","16.0","287.0"
"Año 2015","Enero","Comunitat Valenciana","Alicante/Alacant","34.0","41.0","660.0"
"Año 2015","Enero","Comunitat Valenciana","Castellón/Castelló","14.0","19.0","270.0"
"Año 2015","Enero","Comunitat Valenciana","Valencia/València","36.0","62.0","918.0"
"Año 2015","Enero","Extremadura","Badajoz","5.0","2.0","103.0"
"Año 2015","Enero","Extremadura","Cáceres","3.0","5.0","81.0"
"Año 2015","Enero","Galicia","A Coruña","10.0","11.0","271.0"
"Año 2015","Enero","Galicia","Lugo","0.0","1.0","25.0"
"Año 2015","Enero","Galicia","Ourense","1.0","1.0","23.0"
"Año 2015","Enero","Galicia","Pontevedra","7.0","16.0","106.0"
"Año 2015","Enero","Comunidad de Madrid","Madrid","60.0","86.0","1289.0"
"Año 2015","Enero","Región de Murcia","Murcia","4.0","15.0","234.0"
"Año 2015","Enero","Comunidad Foral de Navarra","Navarra","2.0","3.0","49.0"
"Año 2015","Enero","País Vasco","Araba/Álava","1.0","1.0","18.0"
"Año 2015","Enero","País Vasco","Bizkaia","0.0","0.0","20.0"
"Año 2015","Enero","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2015","Enero","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2015","Enero","Ceuta","Ceuta","1.0","3.0","21.0"
"Año 2015","Enero","Melilla","Melilla","1.0","2.0","5.0"
"Año 2015","Febrero","Andalucía","Almería","6.0","9.0","86.0"
"Año 2015","Febrero","Andalucía","Cádiz","13.0","15.0","307.0"
"Año 2015","Febrero","Andalucía","Córdoba","12.0","16.0","172.0"
"Año 2015","Febrero","Andalucía","Granada","18.0","15.0","235.0"
"Año 2015","Febrero","Andalucía","Huelva","6.0","7.0","96.0"
"Año 2015","Febrero","Andalucía","Jaén","9.0","14.0","202.0"
"Año 2015","Febrero","Andalucía","Málaga","23.0","9.0","389.0"
"Año 2015","Febrero","Andalucía","Sevilla","35.0","38.0","704.0"
"Año 2015","Febrero","Aragón","Huesca","2.0","4.0","33.0"
"Año 2015","Febrero","Aragón","Teruel","2.0","5.0","25.0"
"Año 2015","Febrero","Aragón","Zaragoza","7.0","7.0","99.0"
"Año 2015","Febrero","Principado de Asturias","Asturias","14.0","19.0","409.0"
"Año 2015","Febrero","Illes Balears","Illes Balears","3.0","12.0","126.0"
"Año 2015","Febrero","Canarias","Las Palmas","13.0","22.0","199.0"
"Año 2015","Febrero","Canarias","Santa Cruz de Tenerife","20.0","14.0","354.0"
"Año 2015","Febrero","Cantabria","Cantabria","8.0","7.0","172.0"
"Año 2015","Febrero","Castilla y León","Ávila","3.0","2.0","24.0"
"Año 2015","Febrero","Castilla y León","Burgos","3.0","0.0","28.0"
"Año 2015","Febrero","Castilla y León","León","8.0","3.0","83.0"
"Año 2015","Febrero","Castilla y León","Palencia","1.0","0.0","12.0"
"Año 2015","Febrero","Castilla y León","Salamanca","2.0","2.0","32.0"
"Año 2015","Febrero","Castilla y León","Segovia","3.0","0.0","21.0"
"Año 2015","Febrero","Castilla y León","Soria","1.0","1.0","28.0"
"Año 2015","Febrero","Castilla y León","Valladolid","3.0","1.0","44.0"
"Año 2015","Febrero","Castilla y León","Zamora","2.0","1.0","27.0"
"Año 2015","Febrero","Castilla-La Mancha","Albacete","15.0","6.0","127.0"
"Año 2015","Febrero","Castilla-La Mancha","Ciudad Real","6.0","12.0","150.0"
"Año 2015","Febrero","Castilla-La Mancha","Cuenca","4.0","3.0","50.0"
"Año 2015","Febrero","Castilla-La Mancha","Guadalajara","5.0","8.0","95.0"
"Año 2015","Febrero","Castilla-La Mancha","Toledo","13.0","16.0","289.0"
"Año 2015","Febrero","Cataluña","Barcelona","68.0","45.0","1087.0"
"Año 2015","Febrero","Cataluña","Girona","8.0","6.0","183.0"
"Año 2015","Febrero","Cataluña","Lleida","5.0","8.0","106.0"
"Año 2015","Febrero","Cataluña","Tarragona","19.0","15.0","291.0"
"Año 2015","Febrero","Comunitat Valenciana","Alicante/Alacant","33.0","45.0","648.0"
"Año 2015","Febrero","Comunitat Valenciana","Castellón/Castelló","14.0","18.0","266.0"
"Año 2015","Febrero","Comunitat Valenciana","Valencia/València","63.0","52.0","929.0"
"Año 2015","Febrero","Extremadura","Badajoz","6.0","8.0","101.0"
"Año 2015","Febrero","Extremadura","Cáceres","4.0","4.0","81.0"
"Año 2015","Febrero","Galicia","A Coruña","11.0","11.0","271.0"
"Año 2015","Febrero","Galicia","Lugo","0.0","1.0","24.0"
"Año 2015","Febrero","Galicia","Ourense","0.0","1.0","22.0"
"Año 2015","Febrero","Galicia","Pontevedra","9.0","7.0","108.0"
"Año 2015","Febrero","Comunidad de Madrid","Madrid","58.0","81.0","1266.0"
"Año 2015","Febrero","Región de Murcia","Murcia","16.0","9.0","241.0"
"Año 2015","Febrero","Comunidad Foral de Navarra","Navarra","4.0","2.0","51.0"
"Año 2015","Febrero","País Vasco","Araba/Álava","0.0","0.0","18.0"
"Año 2015","Febrero","País Vasco","Bizkaia","0.0","0.0","20.0"
"Año 2015","Febrero","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2015","Febrero","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2015","Febrero","Ceuta","Ceuta","2.0","0.0","23.0"
"Año 2015","Febrero","Melilla","Melilla","2.0","0.0","7.0"
"Año 2015","Marzo","Andalucía","Almería","2.0","5.0","83.0"
"Año 2015","Marzo","Andalucía","Cádiz","20.0","22.0","305.0"
"Año 2015","Marzo","Andalucía","Córdoba","11.0","16.0","167.0"
"Año 2015","Marzo","Andalucía","Granada","19.0","11.0","243.0"
"Año 2015","Marzo","Andalucía","Huelva","4.0","9.0","91.0"
"Año 2015","Marzo","Andalucía","Jaén","7.0","10.0","199.0"
"Año 2015","Marzo","Andalucía","Málaga","22.0","22.0","389.0"
"Año 2015","Marzo","Andalucía","Sevilla","28.0","48.0","684.0"
"Año 2015","Marzo","Aragón","Huesca","4.0","1.0","36.0"
"Año 2015","Marzo","Aragón","Teruel","2.0","1.0","26.0"
"Año 2015","Marzo","Aragón","Zaragoza","8.0","4.0","103.0"
"Año 2015","Marzo","Principado de Asturias","Asturias","22.0","23.0","408.0"
"Año 2015","Marzo","Illes Balears","Illes Balears","7.0","4.0","129.0"
"Año 2015","Marzo","Canarias","Las Palmas","17.0","13.0","203.0"
"Año 2015","Marzo","Canarias","Santa Cruz de Tenerife","29.0","26.0","357.0"
"Año 2015","Marzo","Cantabria","Cantabria","17.0","10.0","179.0"
"Año 2015","Marzo","Castilla y León","Ávila","2.0","1.0","25.0"
"Año 2015","Marzo","Castilla y León","Burgos","2.0","0.0","30.0"
"Año 2015","Marzo","Castilla y León","León","2.0","3.0","82.0"
"Año 2015","Marzo","Castilla y León","Palencia","2.0","0.0","14.0"
"Año 2015","Marzo","Castilla y León","Salamanca","2.0","1.0","33.0"
"Año 2015","Marzo","Castilla y León","Segovia","0.0","0.0","21.0"
"Año 2015","Marzo","Castilla y León","Soria","2.0","2.0","28.0"
"Año 2015","Marzo","Castilla y León","Valladolid","6.0","4.0","46.0"
"Año 2015","Marzo","Castilla y León","Zamora","4.0","0.0","31.0"
"Año 2015","Marzo","Castilla-La Mancha","Albacete","7.0","15.0","119.0"
"Año 2015","Marzo","Castilla-La Mancha","Ciudad Real","6.0","7.0","149.0"
"Año 2015","Marzo","Castilla-La Mancha","Cuenca","3.0","2.0","51.0"
"Año 2015","Marzo","Castilla-La Mancha","Guadalajara","7.0","6.0","96.0"
"Año 2015","Marzo","Castilla-La Mancha","Toledo","19.0","20.0","288.0"
"Año 2015","Marzo","Cataluña","Barcelona","68.0","53.0","1102.0"
"Año 2015","Marzo","Cataluña","Girona","13.0","12.0","184.0"
"Año 2015","Marzo","Cataluña","Lleida","7.0","12.0","101.0"
"Año 2015","Marzo","Cataluña","Tarragona","16.0","14.0","293.0"
"Año 2015","Marzo","Comunitat Valenciana","Alicante/Alacant","54.0","59.0","643.0"
"Año 2015","Marzo","Comunitat Valenciana","Castellón/Castelló","11.0","24.0","253.0"
"Año 2015","Marzo","Comunitat Valenciana","Valencia/València","50.0","45.0","934.0"
"Año 2015","Marzo","Extremadura","Badajoz","9.0","9.0","101.0"
"Año 2015","Marzo","Extremadura","Cáceres","5.0","3.0","83.0"
"Año 2015","Marzo","Galicia","A Coruña","18.0","18.0","271.0"
"Año 2015","Marzo","Galicia","Lugo","0.0","0.0","24.0"
"Año 2015","Marzo","Galicia","Ourense","2.0","1.0","23.0"
"Año 2015","Marzo","Galicia","Pontevedra","7.0","11.0","104.0"
"Año 2015","Marzo","Comunidad de Madrid","Madrid","73.0","83.0","1256.0"
"Año 2015","Marzo","Región de Murcia","Murcia","23.0","21.0","243.0"
"Año 2015","Marzo","Comunidad Foral de Navarra","Navarra","9.0","2.0","58.0"
"Año 2015","Marzo","País Vasco","Araba/Álava","4.0","1.0","21.0"
"Año 2015","Marzo","País Vasco","Bizkaia","0.0","1.0","19.0"
"Año 2015","Marzo","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2015","Marzo","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2015","Marzo","Ceuta","Ceuta","0.0","2.0","21.0"
"Año 2015","Marzo","Melilla","Melilla","1.0","0.0","8.0"
"Año 2015","Abril","Andalucía","Almería","0.0","4.0","79.0"
"Año 2015","Abril","Andalucía","Cádiz","20.0","13.0","312.0"
"Año 2015","Abril","Andalucía","Córdoba","20.0","16.0","171.0"
"Año 2015","Abril","Andalucía","Granada","9.0","12.0","240.0"
"Año 2015","Abril","Andalucía","Huelva","3.0","12.0","82.0"
"Año 2015","Abril","Andalucía","Jaén","8.0","11.0","196.0"
"Año 2015","Abril","Andalucía","Málaga","19.0","27.0","381.0"
"Año 2015","Abril","Andalucía","Sevilla","27.0","33.0","678.0"
"Año 2015","Abril","Aragón","Huesca","0.0","1.0","35.0"
"Año 2015","Abril","Aragón","Teruel","1.0","2.0","25.0"
"Año 2015","Abril","Aragón","Zaragoza","7.0","1.0","109.0"
"Año 2015","Abril","Principado de Asturias","Asturias","28.0","23.0","413.0"
"Año 2015","Abril","Illes Balears","Illes Balears","4.0","9.0","124.0"
"Año 2015","Abril","Canarias","Las Palmas","12.0","11.0","204.0"
"Año 2015","Abril","Canarias","Santa Cruz de Tenerife","14.0","23.0","348.0"
"Año 2015","Abril","Cantabria","Cantabria","9.0","16.0","172.0"
"Año 2015","Abril","Castilla y León","Ávila","2.0","3.0","24.0"
"Año 2015","Abril","Castilla y León","Burgos","3.0","0.0","33.0"
"Año 2015","Abril","Castilla y León","León","9.0","6.0","85.0"
"Año 2015","Abril","Castilla y León","Palencia","0.0","0.0","14.0"
"Año 2015","Abril","Castilla y León","Salamanca","3.0","1.0","35.0"
"Año 2015","Abril","Castilla y León","Segovia","0.0","0.0","21.0"
"Año 2015","Abril","Castilla y León","Soria","0.0","1.0","27.0"
"Año 2015","Abril","Castilla y León","Valladolid","7.0","2.0","51.0"
"Año 2015","Abril","Castilla y León","Zamora","3.0","2.0","32.0"
"Año 2015","Abril","Castilla-La Mancha","Albacete","9.0","10.0","118.0"
"Año 2015","Abril","Castilla-La Mancha","Ciudad Real","9.0","6.0","152.0"
"Año 2015","Abril","Castilla-La Mancha","Cuenca","2.0","2.0","51.0"
"Año 2015","Abril","Castilla-La Mancha","Guadalajara","6.0","6.0","96.0"
"Año 2015","Abril","Castilla-La Mancha","Toledo","17.0","14.0","291.0"
"Año 2015","Abril","Cataluña","Barcelona","53.0","49.0","1106.0"
"Año 2015","Abril","Cataluña","Girona","8.0","10.0","182.0"
"Año 2015","Abril","Cataluña","Lleida","1.0","6.0","96.0"
