"Año","Trimestre","Comunidad autónoma","Provincia","Número de órdenes de protección"
"Año 2015","Primero","Castilla y León","Palencia","12.0"
"Año 2015","Primero","Castilla y León","Salamanca","27.0"
"Año 2015","Primero","Castilla y León","Segovia","14.0"
"Año 2015","Primero","Castilla y León","Soria","15.0"
"Año 2015","Primero","Castilla y León","Valladolid","102.0"
"Año 2015","Primero","Castilla y León","Zamora","27.0"
"Año 2015","Primero","Castilla-La Mancha","Albacete","106.0"
"Año 2015","Primero","Castilla-La Mancha","Ciudad Real","119.0"
"Año 2015","Primero","Castilla-La Mancha","Cuenca","32.0"
"Año 2015","Primero","Castilla-La Mancha","Guadalajara","79.0"
"Año 2015","Primero","Castilla-La Mancha","Toledo","90.0"
"Año 2015","Primero","Cataluña","Barcelona","887.0"
"Año 2015","Primero","Cataluña","Girona","153.0"
"Año 2015","Primero","Cataluña","Lleida","78.0"
"Año 2015","Primero","Cataluña","Tarragona","179.0"
"Año 2015","Primero","Comunitat Valenciana","Alicante/Alacant","452.0"
"Año 2015","Primero","Comunitat Valenciana","Castellón/Castelló","103.0"
"Año 2015","Primero","Comunitat Valenciana","Valencia/València","521.0"
"Año 2015","Primero","Extremadura","Badajoz","89.0"
"Año 2015","Primero","Extremadura","Cáceres","53.0"
"Año 2015","Primero","Galicia","A Coruña","121.0"
"Año 2015","Primero","Galicia","Lugo","55.0"
"Año 2015","Primero","Galicia","Ourense","28.0"
"Año 2015","Primero","Galicia","Pontevedra","120.0"
"Año 2015","Primero","Comunidad de Madrid","Madrid","1191.0"
"Año 2015","Primero","Región de Murcia","Murcia","289.0"
"Año 2015","Primero","Comunidad Foral de Navarra","Navarra","89.0"
"Año 2015","Primero","País Vasco","Araba/Álava","12.0"
"Año 2015","Primero","País Vasco","Gipuzkoa","68.0"
"Año 2015","Primero","País Vasco","Bizkaia","93.0"
"Año 2015","Primero","La Rioja","La Rioja","59.0"
"Año 2015","Primero","Ceuta","Ceuta","5.0"
"Año 2015","Primero","Melilla","Melilla","28.0"
"Año 2015","Segundo","Andalucía","Almería","208.0"
"Año 2015","Segundo","Andalucía","Cádiz","282.0"
"Año 2015","Segundo","Andalucía","Córdoba","130.0"
"Año 2015","Segundo","Andalucía","Granada","202.0"
"Año 2015","Segundo","Andalucía","Huelva","140.0"
"Año 2015","Segundo","Andalucía","Jaén","174.0"
"Año 2015","Segundo","Andalucía","Málaga","430.0"
"Año 2015","Segundo","Andalucía","Sevilla","490.0"
"Año 2015","Segundo","Aragón","Huesca","33.0"
"Año 2015","Segundo","Aragón","Teruel","27.0"
"Año 2015","Segundo","Aragón","Zaragoza","135.0"
"Año 2015","Segundo","Principado de Asturias","Asturias","190.0"
"Año 2015","Segundo","Illes Balears","Illes Balears","191.0"
"Año 2015","Segundo","Canarias","Las Palmas","269.0"
"Año 2015","Segundo","Canarias","Santa Cruz de Tenerife","279.0"
"Año 2015","Segundo","Cantabria","Cantabria","108.0"
"Año 2015","Segundo","Castilla y León","Ávila","21.0"
"Año 2015","Segundo","Castilla y León","Burgos","61.0"
"Año 2015","Segundo","Castilla y León","León","43.0"
"Año 2015","Segundo","Castilla y León","Palencia","19.0"
"Año 2015","Segundo","Castilla y León","Salamanca","27.0"
"Año 2015","Segundo","Castilla y León","Segovia","24.0"
"Año 2015","Segundo","Castilla y León","Soria","15.0"
"Año 2015","Segundo","Castilla y León","Valladolid","103.0"
"Año 2015","Segundo","Castilla y León","Zamora","35.0"
"Año 2015","Segundo","Castilla-La Mancha","Albacete","96.0"
"Año 2015","Segundo","Castilla-La Mancha","Ciudad Real","129.0"
"Año 2015","Segundo","Castilla-La Mancha","Cuenca","50.0"
"Año 2015","Segundo","Castilla-La Mancha","Guadalajara","73.0"
"Año 2015","Segundo","Castilla-La Mancha","Toledo","105.0"
"Año 2015","Segundo","Cataluña","Barcelona","921.0"
"Año 2015","Segundo","Cataluña","Girona","120.0"
"Año 2015","Segundo","Cataluña","Lleida","75.0"
"Año 2015","Segundo","Cataluña","Tarragona","207.0"
"Año 2015","Segundo","Comunitat Valenciana","Alicante/Alacant","435.0"
"Año 2015","Segundo","Comunitat Valenciana","Castellón/Castelló","89.0"
"Año 2015","Segundo","Comunitat Valenciana","Valencia/València","630.0"
"Año 2015","Segundo","Extremadura","Badajoz","118.0"
"Año 2015","Segundo","Extremadura","Cáceres","62.0"
"Año 2015","Segundo","Galicia","A Coruña","127.0"
"Año 2015","Segundo","Galicia","Lugo","67.0"
"Año 2015","Segundo","Galicia","Ourense","64.0"
"Año 2015","Segundo","Galicia","Pontevedra","139.0"
"Año 2015","Segundo","Comunidad de Madrid","Madrid","1375.0"
"Año 2015","Segundo","Región de Murcia","Murcia","344.0"
"Año 2015","Segundo","Comunidad Foral de Navarra","Navarra","65.0"
"Año 2015","Segundo","País Vasco","Araba/Álava","25.0"
"Año 2015","Segundo","País Vasco","Gipuzkoa","77.0"
"Año 2015","Segundo","País Vasco","Bizkaia","115.0"
"Año 2015","Segundo","La Rioja","La Rioja","55.0"
"Año 2015","Segundo","Ceuta","Ceuta","25.0"
"Año 2015","Segundo","Melilla","Melilla","16.0"
"Año 2015","Tercero","Andalucía","Almería","248.0"
"Año 2015","Tercero","Andalucía","Cádiz","293.0"
"Año 2015","Tercero","Andalucía","Córdoba","124.0"
"Año 2015","Tercero","Andalucía","Granada","175.0"
"Año 2015","Tercero","Andalucía","Huelva","135.0"
"Año 2015","Tercero","Andalucía","Jaén","161.0"
"Año 2015","Tercero","Andalucía","Málaga","407.0"
"Año 2015","Tercero","Andalucía","Sevilla","533.0"
"Año 2015","Tercero","Aragón","Huesca","38.0"
"Año 2015","Tercero","Aragón","Teruel","9.0"
"Año 2015","Tercero","Aragón","Zaragoza","184.0"
"Año 2015","Tercero","Principado de Asturias","Asturias","223.0"
"Año 2015","Tercero","Illes Balears","Illes Balears","171.0"
"Año 2015","Tercero","Canarias","Las Palmas","295.0"
"Año 2015","Tercero","Canarias","Santa Cruz de Tenerife","320.0"
"Año 2015","Tercero","Cantabria","Cantabria","77.0"
"Año 2015","Tercero","Castilla y León","Ávila","38.0"
"Año 2015","Tercero","Castilla y León","Burgos","53.0"
"Año 2015","Tercero","Castilla y León","León","61.0"
"Año 2015","Tercero","Castilla y León","Palencia","15.0"
"Año 2015","Tercero","Castilla y León","Salamanca","18.0"
"Año 2015","Tercero","Castilla y León","Segovia","21.0"
"Año 2015","Tercero","Castilla y León","Soria","13.0"
"Año 2015","Tercero","Castilla y León","Valladolid","124.0"
"Año 2015","Tercero","Castilla y León","Zamora","35.0"
"Año 2015","Tercero","Castilla-La Mancha","Albacete","84.0"
"Año 2015","Tercero","Castilla-La Mancha","Ciudad Real","149.0"
"Año 2015","Tercero","Castilla-La Mancha","Cuenca","65.0"
"Año 2015","Tercero","Castilla-La Mancha","Guadalajara","66.0"
"Año 2015","Tercero","Castilla-La Mancha","Toledo","147.0"
"Año 2015","Tercero","Cataluña","Barcelona","1126.0"
"Año 2015","Tercero","Cataluña","Girona","258.0"
"Año 2015","Tercero","Cataluña","Lleida","66.0"
"Año 2015","Tercero","Cataluña","Tarragona","227.0"
"Año 2015","Tercero","Comunitat Valenciana","Alicante/Alacant","495.0"
"Año 2015","Tercero","Comunitat Valenciana","Castellón/Castelló","106.0"
"Año 2015","Tercero","Comunitat Valenciana","Valencia/València","498.0"
"Año 2015","Tercero","Extremadura","Badajoz","128.0"
"Año 2015","Tercero","Extremadura","Cáceres","69.0"
"Año 2015","Tercero","Galicia","A Coruña","144.0"
"Año 2015","Tercero","Galicia","Lugo","52.0"
"Año 2015","Tercero","Galicia","Ourense","92.0"
"Año 2015","Tercero","Galicia","Pontevedra","159.0"
"Año 2015","Tercero","Comunidad de Madrid","Madrid","1318.0"
"Año 2015","Tercero","Región de Murcia","Murcia","418.0"
"Año 2015","Tercero","Comunidad Foral de Navarra","Navarra","61.0"
"Año 2015","Tercero","País Vasco","Araba/Álava","39.0"
"Año 2015","Tercero","País Vasco","Gipuzkoa","72.0"
"Año 2015","Tercero","País Vasco","Bizkaia","114.0"
"Año 2015","Tercero","La Rioja","La Rioja","62.0"
"Año 2015","Tercero","Ceuta","Ceuta","7.0"
"Año 2015","Tercero","Melilla","Melilla","21.0"
"Año 2015","Cuarto","Andalucía","Almería","174.0"
"Año 2015","Cuarto","Andalucía","Cádiz","244.0"
"Año 2015","Cuarto","Andalucía","Córdoba","118.0"
"Año 2015","Cuarto","Andalucía","Granada","253.0"
"Año 2015","Cuarto","Andalucía","Huelva","124.0"
"Año 2015","Cuarto","Andalucía","Jaén","153.0"
"Año 2015","Cuarto","Andalucía","Málaga","307.0"
"Año 2015","Cuarto","Andalucía","Sevilla","493.0"
"Año 2015","Cuarto","Aragón","Huesca","43.0"
"Año 2015","Cuarto","Aragón","Teruel","14.0"
"Año 2015","Cuarto","Aragón","Zaragoza","153.0"
"Año 2015","Cuarto","Principado de Asturias","Asturias","185.0"
"Año 2015","Cuarto","Illes Balears","Illes Balears","154.0"
"Año 2015","Cuarto","Canarias","Las Palmas","302.0"
"Año 2015","Cuarto","Canarias","Santa Cruz de Tenerife","291.0"
"Año 2015","Cuarto","Cantabria","Cantabria","82.0"
"Año 2015","Cuarto","Castilla y León","Ávila","33.0"
"Año 2015","Cuarto","Castilla y León","Burgos","47.0"
"Año 2015","Cuarto","Castilla y León","León","45.0"
"Año 2015","Cuarto","Castilla y León","Palencia","20.0"
"Año 2015","Cuarto","Castilla y León","Salamanca","24.0"
"Año 2015","Cuarto","Castilla y León","Segovia","13.0"
"Año 2015","Cuarto","Castilla y León","Soria","21.0"
"Año 2015","Cuarto","Castilla y León","Valladolid","99.0"
"Año 2015","Cuarto","Castilla y León","Zamora","29.0"
"Año 2015","Cuarto","Castilla-La Mancha","Albacete","71.0"
"Año 2015","Cuarto","Castilla-La Mancha","Ciudad Real","117.0"
"Año 2015","Cuarto","Castilla-La Mancha","Cuenca","45.0"
"Año 2015","Cuarto","Castilla-La Mancha","Guadalajara","48.0"
"Año 2015","Cuarto","Castilla-La Mancha","Toledo","152.0"
"Año 2015","Cuarto","Cataluña","Barcelona","922.0"
"Año 2015","Cuarto","Cataluña","Girona","121.0"
"Año 2015","Cuarto","Cataluña","Lleida","75.0"
"Año 2015","Cuarto","Cataluña","Tarragona","201.0"
"Año 2015","Cuarto","Comunitat Valenciana","Alicante/Alacant","460.0"
"Año 2015","Cuarto","Comunitat Valenciana","Castellón/Castelló","88.0"
"Año 2015","Cuarto","Comunitat Valenciana","Valencia/València","501.0"
"Año 2015","Cuarto","Extremadura","Badajoz","106.0"
"Año 2015","Cuarto","Extremadura","Cáceres","79.0"
"Año 2015","Cuarto","Galicia","A Coruña","106.0"
"Año 2015","Cuarto","Galicia","Lugo","45.0"
"Año 2015","Cuarto","Galicia","Ourense","66.0"
"Año 2015","Cuarto","Galicia","Pontevedra","179.0"
"Año 2015","Cuarto","Comunidad de Madrid","Madrid","1223.0"
"Año 2015","Cuarto","Región de Murcia","Murcia","414.0"
"Año 2015","Cuarto","Comunidad Foral de Navarra","Navarra","76.0"
"Año 2015","Cuarto","País Vasco","Araba/Álava","22.0"
"Año 2015","Cuarto","País Vasco","Gipuzkoa","81.0"
"Año 2015","Cuarto","País Vasco","Bizkaia","101.0"
"Año 2015","Cuarto","La Rioja","La Rioja","82.0"
"Año 2015","Cuarto","Ceuta","Ceuta","15.0"
"Año 2015","Cuarto","Melilla","Melilla","13.0"
"Año 2016","Primero","Andalucía","Almería","215.0"
"Año 2016","Primero","Andalucía","Cádiz","255.0"
"Año 2016","Primero","Andalucía","Córdoba","121.0"
"Año 2016","Primero","Andalucía","Granada","264.0"
"Año 2016","Primero","Andalucía","Huelva","109.0"
"Año 2016","Primero","Andalucía","Jaén","159.0"
"Año 2016","Primero","Andalucía","Málaga","393.0"
"Año 2016","Primero","Andalucía","Sevilla","482.0"
"Año 2016","Primero","Aragón","Huesca","33.0"
"Año 2016","Primero","Aragón","Teruel","20.0"
"Año 2016","Primero","Aragón","Zaragoza","239.0"
"Año 2016","Primero","Principado de Asturias","Asturias","215.0"
"Año 2016","Primero","Illes Balears","Illes Balears","178.0"
"Año 2016","Primero","Canarias","Las Palmas","280.0"
"Año 2016","Primero","Canarias","Santa Cruz de Tenerife","291.0"
"Año 2016","Primero","Cantabria","Cantabria","93.0"
"Año 2016","Primero","Castilla y León","Ávila","30.0"
"Año 2016","Primero","Castilla y León","Burgos","54.0"
"Año 2016","Primero","Castilla y León","León","39.0"
"Año 2016","Primero","Castilla y León","Palencia","26.0"
"Año 2016","Primero","Castilla y León","Salamanca","18.0"
"Año 2016","Primero","Castilla y León","Segovia","14.0"
"Año 2016","Primero","Castilla y León","Soria","15.0"
"Año 2016","Primero","Castilla y León","Valladolid","94.0"
"Año 2016","Primero","Castilla y León","Zamora","37.0"
"Año 2016","Primero","Castilla-La Mancha","Albacete","57.0"
"Año 2016","Primero","Castilla-La Mancha","Ciudad Real","116.0"
"Año 2016","Primero","Castilla-La Mancha","Cuenca","46.0"
"Año 2016","Primero","Castilla-La Mancha","Guadalajara","51.0"
"Año 2016","Primero","Castilla-La Mancha","Toledo","108.0"
"Año 2016","Primero","Cataluña","Barcelona","968.0"
"Año 2016","Primero","Cataluña","Girona","129.0"
"Año 2016","Primero","Cataluña","Lleida","78.0"
"Año 2016","Primero","Cataluña","Tarragona","224.0"
"Año 2016","Primero","Comunitat Valenciana","Alicante/Alacant","377.0"
"Año 2016","Primero","Comunitat Valenciana","Castellón/Castelló","92.0"
"Año 2016","Primero","Comunitat Valenciana","Valencia/València","549.0"
"Año 2016","Primero","Extremadura","Badajoz","116.0"
"Año 2016","Primero","Extremadura","Cáceres","68.0"
"Año 2016","Primero","Galicia","A Coruña","126.0"
"Año 2016","Primero","Galicia","Lugo","59.0"
"Año 2016","Primero","Galicia","Ourense","92.0"
"Año 2016","Primero","Galicia","Pontevedra","93.0"
"Año 2016","Primero","Comunidad de Madrid","Madrid","1274.0"
"Año 2016","Primero","Región de Murcia","Murcia","423.0"
"Año 2016","Primero","Comunidad Foral de Navarra","Navarra","92.0"
"Año 2016","Primero","País Vasco","Araba/Álava","24.0"
"Año 2016","Primero","País Vasco","Gipuzkoa","65.0"
"Año 2016","Primero","País Vasco","Bizkaia","94.0"
"Año 2016","Primero","La Rioja","La Rioja","88.0"
"Año 2016","Primero","Ceuta","Ceuta","21.0"
"Año 2016","Primero","Melilla","Melilla","15.0"
"Año 2016","Segundo","Andalucía","Almería","266.0"
"Año 2016","Segundo","Andalucía","Cádiz","317.0"
"Año 2016","Segundo","Andalucía","Córdoba","112.0"
"Año 2016","Segundo","Andalucía","Granada","223.0"
"Año 2016","Segundo","Andalucía","Huelva","129.0"
"Año 2016","Segundo","Andalucía","Jaén","191.0"
"Año 2016","Segundo","Andalucía","Málaga","359.0"
"Año 2016","Segundo","Andalucía","Sevilla","504.0"
"Año 2016","Segundo","Aragón","Huesca","38.0"
"Año 2016","Segundo","Aragón","Teruel","10.0"
"Año 2016","Segundo","Aragón","Zaragoza","169.0"
"Año 2016","Segundo","Principado de Asturias","Asturias","213.0"
"Año 2016","Segundo","Illes Balears","Illes Balears","180.0"
"Año 2016","Segundo","Canarias","Las Palmas","304.0"
"Año 2016","Segundo","Canarias","Santa Cruz de Tenerife","285.0"
"Año 2016","Segundo","Cantabria","Cantabria","89.0"
"Año 2016","Segundo","Castilla y León","Ávila","28.0"
"Año 2016","Segundo","Castilla y León","Burgos","56.0"
"Año 2016","Segundo","Castilla y León","León","63.0"
"Año 2016","Segundo","Castilla y León","Palencia","24.0"
"Año 2016","Segundo","Castilla y León","Salamanca","43.0"
"Año 2016","Segundo","Castilla y León","Segovia","16.0"
"Año 2016","Segundo","Castilla y León","Soria","16.0"
"Año 2016","Segundo","Castilla y León","Valladolid","136.0"
"Año 2016","Segundo","Castilla y León","Zamora","33.0"
"Año 2016","Segundo","Castilla-La Mancha","Albacete","46.0"
"Año 2016","Segundo","Castilla-La Mancha","Ciudad Real","141.0"
"Año 2016","Segundo","Castilla-La Mancha","Cuenca","32.0"
"Año 2016","Segundo","Castilla-La Mancha","Guadalajara","63.0"
"Año 2016","Segundo","Castilla-La Mancha","Toledo","126.0"
"Año 2016","Segundo","Cataluña","Barcelona","880.0"
"Año 2016","Segundo","Cataluña","Girona","138.0"
"Año 2016","Segundo","Cataluña","Lleida","94.0"
"Año 2016","Segundo","Cataluña","Tarragona","208.0"
"Año 2016","Segundo","Comunitat Valenciana","Alicante/Alacant","522.0"
"Año 2016","Segundo","Comunitat Valenciana","Castellón/Castelló","107.0"
"Año 2016","Segundo","Comunitat Valenciana","Valencia/València","586.0"
"Año 2016","Segundo","Extremadura","Badajoz","128.0"
"Año 2016","Segundo","Extremadura","Cáceres","68.0"
"Año 2016","Segundo","Galicia","A Coruña","108.0"
"Año 2016","Segundo","Galicia","Lugo","61.0"
"Año 2016","Segundo","Galicia","Ourense","82.0"
"Año 2016","Segundo","Galicia","Pontevedra","127.0"
"Año 2016","Segundo","Comunidad de Madrid","Madrid","1339.0"
"Año 2016","Segundo","Región de Murcia","Murcia","480.0"
"Año 2016","Segundo","Comunidad Foral de Navarra","Navarra","84.0"
"Año 2016","Segundo","País Vasco","Araba/Álava","26.0"
"Año 2016","Segundo","País Vasco","Gipuzkoa","81.0"
"Año 2016","Segundo","País Vasco","Bizkaia","110.0"
"Año 2016","Segundo","La Rioja","La Rioja","85.0"
"Año 2016","Segundo","Ceuta","Ceuta","35.0"
"Año 2016","Segundo","Melilla","Melilla","26.0"
"Año 2016","Tercero","Andalucía","Almería","257.0"
"Año 2016","Tercero","Andalucía","Cádiz","317.0"
"Año 2016","Tercero","Andalucía","Córdoba","104.0"
"Año 2016","Tercero","Andalucía","Granada","313.0"
"Año 2016","Tercero","Andalucía","Huelva","143.0"
"Año 2016","Tercero","Andalucía","Jaén","194.0"
"Año 2016","Tercero","Andalucía","Málaga","368.0"
"Año 2016","Tercero","Andalucía","Sevilla","484.0"
"Año 2016","Tercero","Aragón","Huesca","63.0"
"Año 2016","Tercero","Aragón","Teruel","17.0"
"Año 2016","Tercero","Aragón","Zaragoza","158.0"
"Año 2016","Tercero","Principado de Asturias","Asturias","201.0"
"Año 2016","Tercero","Illes Balears","Illes Balears","234.0"
"Año 2016","Tercero","Canarias","Las Palmas","246.0"
"Año 2016","Tercero","Canarias","Santa Cruz de Tenerife","375.0"
"Año 2016","Tercero","Cantabria","Cantabria","77.0"
"Año 2016","Tercero","Castilla y León","Ávila","22.0"
"Año 2016","Tercero","Castilla y León","Burgos","58.0"
"Año 2016","Tercero","Castilla y León","León","59.0"
"Año 2016","Tercero","Castilla y León","Palencia","31.0"
"Año 2016","Tercero","Castilla y León","Salamanca","31.0"
"Año 2016","Tercero","Castilla y León","Segovia","14.0"
"Año 2016","Tercero","Castilla y León","Soria","13.0"
"Año 2016","Tercero","Castilla y León","Valladolid","117.0"
"Año 2016","Tercero","Castilla y León","Zamora","35.0"
"Año 2016","Tercero","Castilla-La Mancha","Albacete","114.0"
"Año 2016","Tercero","Castilla-La Mancha","Ciudad Real","157.0"
"Año 2016","Tercero","Castilla-La Mancha","Cuenca","27.0"
"Año 2016","Tercero","Castilla-La Mancha","Guadalajara","69.0"
"Año 2016","Tercero","Castilla-La Mancha","Toledo","144.0"
