"Año","Trimestre","Mes","Comunidad autónoma","Provincia","Número de contratos bonificados","Número de contratos de sustitución"
"Año 2017","Primero","Enero","Comunitat Valenciana","Valencia/València","5.0","1.0"
"Año 2017","Primero","Enero","Extremadura","Cáceres","0.0","1.0"
"Año 2017","Primero","Enero","Galicia","A Coruña","0.0","4.0"
"Año 2017","Primero","Enero","Galicia","Lugo","2.0","0.0"
"Año 2017","Primero","Enero","Galicia","Pontevedra","1.0","0.0"
"Año 2017","Primero","Enero","Comunidad de Madrid","Madrid","10.0","3.0"
"Año 2017","Primero","Enero","Región de Murcia","Murcia","1.0","0.0"
"Año 2017","Primero","Enero","Comunidad Foral de Navarra","Navarra","0.0","2.0"
"Año 2017","Primero","Enero","País Vasco","Bizkaia","1.0","4.0"
"Año 2017","Primero","Enero","La Rioja","La Rioja","1.0","0.0"
"Año 2017","Primero","Febrero","Andalucía","Granada","2.0","0.0"
"Año 2017","Primero","Febrero","Andalucía","Málaga","2.0","1.0"
"Año 2017","Primero","Febrero","Andalucía","Sevilla","4.0","0.0"
"Año 2017","Primero","Febrero","Aragón","Zaragoza","2.0","0.0"
"Año 2017","Primero","Febrero","Illes Balears","Illes Balears","1.0","0.0"
"Año 2017","Primero","Febrero","Canarias","Santa Cruz de Tenerife","3.0","0.0"
"Año 2017","Primero","Febrero","Castilla y León","León","1.0","0.0"
"Año 2017","Primero","Febrero","Castilla y León","Salamanca","1.0","0.0"
"Año 2017","Primero","Febrero","Castilla y León","Segovia","1.0","0.0"
"Año 2017","Primero","Febrero","Castilla y León","Soria","1.0","0.0"
"Año 2017","Primero","Febrero","Castilla y León","Valladolid","2.0","1.0"
"Año 2017","Primero","Febrero","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2017","Primero","Febrero","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2017","Primero","Febrero","Cataluña","Barcelona","7.0","4.0"
"Año 2017","Primero","Febrero","Cataluña","Tarragona","1.0","1.0"
"Año 2017","Primero","Febrero","Comunitat Valenciana","Alicante/Alacant","1.0","6.0"
"Año 2017","Primero","Febrero","Comunitat Valenciana","Valencia/València","12.0","2.0"
"Año 2017","Primero","Febrero","Extremadura","Badajoz","1.0","0.0"
"Año 2017","Primero","Febrero","Extremadura","Cáceres","1.0","1.0"
"Año 2017","Primero","Febrero","Galicia","A Coruña","3.0","2.0"
"Año 2017","Primero","Febrero","Galicia","Lugo","1.0","0.0"
"Año 2017","Primero","Febrero","Galicia","Ourense","1.0","0.0"
"Año 2017","Primero","Febrero","Galicia","Pontevedra","2.0","2.0"
"Año 2017","Primero","Febrero","Comunidad de Madrid","Madrid","6.0","3.0"
"Año 2017","Primero","Febrero","Región de Murcia","Murcia","1.0","0.0"
"Año 2017","Primero","Febrero","Comunidad Foral de Navarra","Navarra","0.0","2.0"
"Año 2017","Primero","Febrero","País Vasco","Bizkaia","0.0","2.0"
"Año 2017","Primero","Febrero","País Vasco","Gipuzkoa","2.0","0.0"
"Año 2017","Primero","Febrero","La Rioja","La Rioja","1.0","1.0"
"Año 2017","Primero","Marzo","Andalucía","Cádiz","0.0","1.0"
"Año 2017","Primero","Marzo","Andalucía","Córdoba","2.0","0.0"
"Año 2017","Primero","Marzo","Andalucía","Granada","2.0","0.0"
"Año 2017","Primero","Marzo","Andalucía","Málaga","4.0","6.0"
"Año 2017","Primero","Marzo","Andalucía","Sevilla","4.0","1.0"
"Año 2017","Primero","Marzo","Aragón","Huesca","1.0","0.0"
"Año 2017","Primero","Marzo","Aragón","Zaragoza","0.0","2.0"
"Año 2017","Primero","Marzo","Principado de Asturias","Asturias","0.0","2.0"
"Año 2017","Primero","Marzo","Canarias","Las Palmas","2.0","4.0"
"Año 2017","Primero","Marzo","Canarias","Santa Cruz de Tenerife","0.0","1.0"
"Año 2017","Primero","Marzo","Cantabria","Cantabria","1.0","0.0"
"Año 2017","Primero","Marzo","Castilla y León","Burgos","1.0","0.0"
"Año 2017","Primero","Marzo","Castilla y León","León","1.0","1.0"
"Año 2017","Primero","Marzo","Castilla y León","Salamanca","1.0","0.0"
"Año 2017","Primero","Marzo","Castilla y León","Segovia","1.0","0.0"
"Año 2017","Primero","Marzo","Castilla y León","Soria","2.0","0.0"
"Año 2017","Primero","Marzo","Castilla y León","Valladolid","4.0","0.0"
"Año 2017","Primero","Marzo","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2017","Primero","Marzo","Castilla-La Mancha","Guadalajara","0.0","1.0"
"Año 2017","Primero","Marzo","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2017","Primero","Marzo","Cataluña","Barcelona","4.0","4.0"
"Año 2017","Primero","Marzo","Cataluña","Girona","1.0","0.0"
"Año 2017","Primero","Marzo","Cataluña","Tarragona","1.0","0.0"
"Año 2017","Primero","Marzo","Comunitat Valenciana","Alicante/Alacant","6.0","10.0"
"Año 2017","Primero","Marzo","Comunitat Valenciana","Castellón/Castelló","0.0","1.0"
"Año 2017","Primero","Marzo","Comunitat Valenciana","Valencia/València","13.0","3.0"
"Año 2017","Primero","Marzo","Extremadura","Cáceres","1.0","0.0"
"Año 2017","Primero","Marzo","Galicia","A Coruña","1.0","4.0"
"Año 2017","Primero","Marzo","Galicia","Lugo","1.0","0.0"
"Año 2017","Primero","Marzo","Comunidad de Madrid","Madrid","11.0","1.0"
"Año 2017","Primero","Marzo","Región de Murcia","Murcia","2.0","0.0"
"Año 2017","Primero","Marzo","Comunidad Foral de Navarra","Navarra","0.0","1.0"
"Año 2017","Primero","Marzo","País Vasco","Bizkaia","0.0","1.0"
"Año 2017","Primero","Marzo","País Vasco","Gipuzkoa","3.0","1.0"
"Año 2017","Primero","Marzo","La Rioja","La Rioja","1.0","0.0"
"Año 2017","Segundo","Abril","Andalucía","Almería","0.0","3.0"
"Año 2017","Segundo","Abril","Andalucía","Cádiz","0.0","2.0"
"Año 2017","Segundo","Abril","Andalucía","Granada","0.0","1.0"
"Año 2017","Segundo","Abril","Andalucía","Jaén","1.0","0.0"
"Año 2017","Segundo","Abril","Andalucía","Málaga","1.0","3.0"
"Año 2017","Segundo","Abril","Andalucía","Sevilla","7.0","0.0"
"Año 2017","Segundo","Abril","Aragón","Huesca","1.0","1.0"
"Año 2017","Segundo","Abril","Aragón","Zaragoza","1.0","2.0"
"Año 2017","Segundo","Abril","Principado de Asturias","Asturias","2.0","1.0"
"Año 2017","Segundo","Abril","Illes Balears","Illes Balears","1.0","0.0"
"Año 2017","Segundo","Abril","Canarias","Las Palmas","1.0","0.0"
"Año 2017","Segundo","Abril","Canarias","Santa Cruz de Tenerife","7.0","0.0"
"Año 2017","Segundo","Abril","Castilla y León","Ávila","1.0","0.0"
"Año 2017","Segundo","Abril","Castilla y León","Palencia","2.0","0.0"
"Año 2017","Segundo","Abril","Castilla y León","Salamanca","1.0","0.0"
"Año 2017","Segundo","Abril","Castilla-La Mancha","Albacete","0.0","1.0"
"Año 2017","Segundo","Abril","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2017","Segundo","Abril","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2017","Segundo","Abril","Castilla-La Mancha","Guadalajara","0.0","1.0"
"Año 2017","Segundo","Abril","Cataluña","Barcelona","3.0","0.0"
"Año 2017","Segundo","Abril","Cataluña","Girona","1.0","1.0"
"Año 2017","Segundo","Abril","Cataluña","Lleida","1.0","0.0"
"Año 2017","Segundo","Abril","Cataluña","Tarragona","1.0","1.0"
"Año 2017","Segundo","Abril","Comunitat Valenciana","Alicante/Alacant","5.0","7.0"
"Año 2017","Segundo","Abril","Comunitat Valenciana","Castellón/Castelló","1.0","1.0"
"Año 2017","Segundo","Abril","Comunitat Valenciana","Valencia/València","9.0","2.0"
"Año 2017","Segundo","Abril","Extremadura","Badajoz","2.0","0.0"
"Año 2017","Segundo","Abril","Galicia","A Coruña","2.0","3.0"
"Año 2017","Segundo","Abril","Galicia","Pontevedra","1.0","0.0"
"Año 2017","Segundo","Abril","Comunidad de Madrid","Madrid","6.0","3.0"
"Año 2017","Segundo","Abril","Región de Murcia","Murcia","0.0","1.0"
"Año 2017","Segundo","Abril","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2017","Segundo","Abril","País Vasco","Bizkaia","0.0","4.0"
"Año 2017","Segundo","Abril","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2017","Segundo","Abril","La Rioja","La Rioja","2.0","0.0"
"Año 2017","Segundo","Mayo","Andalucía","Almería","0.0","2.0"
"Año 2017","Segundo","Mayo","Andalucía","Cádiz","3.0","0.0"
"Año 2017","Segundo","Mayo","Andalucía","Córdoba","1.0","0.0"
"Año 2017","Segundo","Mayo","Andalucía","Granada","0.0","1.0"
"Año 2017","Segundo","Mayo","Andalucía","Huelva","0.0","1.0"
"Año 2017","Segundo","Mayo","Andalucía","Málaga","2.0","1.0"
"Año 2017","Segundo","Mayo","Andalucía","Sevilla","4.0","0.0"
"Año 2017","Segundo","Mayo","Aragón","Huesca","4.0","0.0"
"Año 2017","Segundo","Mayo","Aragón","Zaragoza","3.0","1.0"
"Año 2017","Segundo","Mayo","Illes Balears","Illes Balears","1.0","2.0"
"Año 2017","Segundo","Mayo","Canarias","Las Palmas","3.0","2.0"
"Año 2017","Segundo","Mayo","Canarias","Santa Cruz de Tenerife","2.0","2.0"
"Año 2017","Segundo","Mayo","Cantabria","Cantabria","0.0","1.0"
"Año 2017","Segundo","Mayo","Castilla y León","Ávila","1.0","0.0"
"Año 2017","Segundo","Mayo","Castilla y León","León","2.0","0.0"
"Año 2017","Segundo","Mayo","Castilla y León","Palencia","1.0","1.0"
"Año 2017","Segundo","Mayo","Castilla y León","Soria","0.0","1.0"
"Año 2017","Segundo","Mayo","Castilla y León","Valladolid","1.0","0.0"
"Año 2017","Segundo","Mayo","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2017","Segundo","Mayo","Castilla-La Mancha","Guadalajara","3.0","0.0"
"Año 2017","Segundo","Mayo","Cataluña","Barcelona","8.0","1.0"
"Año 2017","Segundo","Mayo","Cataluña","Tarragona","2.0","0.0"
"Año 2017","Segundo","Mayo","Comunitat Valenciana","Alicante/Alacant","3.0","11.0"
"Año 2017","Segundo","Mayo","Comunitat Valenciana","Castellón/Castelló","1.0","1.0"
"Año 2017","Segundo","Mayo","Comunitat Valenciana","Valencia/València","5.0","2.0"
"Año 2017","Segundo","Mayo","Extremadura","Badajoz","0.0","1.0"
"Año 2017","Segundo","Mayo","Extremadura","Cáceres","2.0","0.0"
"Año 2017","Segundo","Mayo","Galicia","A Coruña","4.0","0.0"
"Año 2017","Segundo","Mayo","Galicia","Lugo","1.0","0.0"
"Año 2017","Segundo","Mayo","Galicia","Ourense","1.0","0.0"
"Año 2017","Segundo","Mayo","Galicia","Pontevedra","3.0","0.0"
"Año 2017","Segundo","Mayo","Comunidad de Madrid","Madrid","9.0","2.0"
"Año 2017","Segundo","Mayo","Región de Murcia","Murcia","2.0","0.0"
"Año 2017","Segundo","Mayo","Comunidad Foral de Navarra","Navarra","1.0","3.0"
"Año 2017","Segundo","Mayo","País Vasco","Araba/Álava","1.0","0.0"
"Año 2017","Segundo","Mayo","País Vasco","Bizkaia","1.0","1.0"
"Año 2017","Segundo","Mayo","País Vasco","Gipuzkoa","7.0","1.0"
"Año 2017","Segundo","Junio","Andalucía","Cádiz","5.0","0.0"
"Año 2017","Segundo","Junio","Andalucía","Córdoba","1.0","0.0"
"Año 2017","Segundo","Junio","Andalucía","Granada","2.0","0.0"
"Año 2017","Segundo","Junio","Andalucía","Málaga","3.0","1.0"
"Año 2017","Segundo","Junio","Andalucía","Sevilla","8.0","0.0"
"Año 2017","Segundo","Junio","Aragón","Huesca","0.0","1.0"
"Año 2017","Segundo","Junio","Aragón","Zaragoza","6.0","0.0"
"Año 2017","Segundo","Junio","Principado de Asturias","Asturias","2.0","2.0"
"Año 2017","Segundo","Junio","Illes Balears","Illes Balears","0.0","1.0"
"Año 2017","Segundo","Junio","Canarias","Santa Cruz de Tenerife","3.0","1.0"
"Año 2017","Segundo","Junio","Cantabria","Cantabria","2.0","2.0"
"Año 2017","Segundo","Junio","Castilla y León","León","2.0","0.0"
"Año 2017","Segundo","Junio","Castilla y León","Palencia","2.0","0.0"
"Año 2017","Segundo","Junio","Castilla y León","Salamanca","1.0","0.0"
"Año 2017","Segundo","Junio","Castilla y León","Segovia","1.0","0.0"
"Año 2017","Segundo","Junio","Castilla y León","Soria","2.0","0.0"
"Año 2017","Segundo","Junio","Castilla y León","Valladolid","3.0","0.0"
"Año 2017","Segundo","Junio","Castilla y León","Zamora","2.0","0.0"
"Año 2017","Segundo","Junio","Castilla-La Mancha","Albacete","2.0","0.0"
"Año 2017","Segundo","Junio","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2017","Segundo","Junio","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2017","Segundo","Junio","Cataluña","Barcelona","3.0","3.0"
"Año 2017","Segundo","Junio","Cataluña","Girona","1.0","0.0"
"Año 2017","Segundo","Junio","Cataluña","Tarragona","2.0","0.0"
"Año 2017","Segundo","Junio","Comunitat Valenciana","Alicante/Alacant","4.0","10.0"
"Año 2017","Segundo","Junio","Comunitat Valenciana","Castellón/Castelló","4.0","1.0"
"Año 2017","Segundo","Junio","Comunitat Valenciana","Valencia/València","7.0","4.0"
"Año 2017","Segundo","Junio","Extremadura","Badajoz","3.0","0.0"
"Año 2017","Segundo","Junio","Extremadura","Cáceres","1.0","0.0"
"Año 2017","Segundo","Junio","Galicia","A Coruña","4.0","3.0"
"Año 2017","Segundo","Junio","Comunidad de Madrid","Madrid","8.0","5.0"
"Año 2017","Segundo","Junio","Región de Murcia","Murcia","3.0","0.0"
"Año 2017","Segundo","Junio","Comunidad Foral de Navarra","Navarra","2.0","2.0"
"Año 2017","Segundo","Junio","País Vasco","Araba/Álava","1.0","0.0"
"Año 2017","Segundo","Junio","País Vasco","Bizkaia","0.0","1.0"
"Año 2017","Segundo","Junio","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2017","Segundo","Junio","La Rioja","La Rioja","1.0","0.0"
"Año 2017","Tercero","Julio","Andalucía","Cádiz","3.0","1.0"
"Año 2017","Tercero","Julio","Andalucía","Córdoba","3.0","1.0"
"Año 2017","Tercero","Julio","Andalucía","Granada","9.0","1.0"
"Año 2017","Tercero","Julio","Andalucía","Jaén","3.0","0.0"
"Año 2017","Tercero","Julio","Andalucía","Málaga","0.0","2.0"
"Año 2017","Tercero","Julio","Andalucía","Sevilla","6.0","0.0"
"Año 2017","Tercero","Julio","Aragón","Zaragoza","3.0","0.0"
"Año 2017","Tercero","Julio","Principado de Asturias","Asturias","2.0","2.0"
"Año 2017","Tercero","Julio","Illes Balears","Illes Balears","2.0","2.0"
"Año 2017","Tercero","Julio","Canarias","Las Palmas","0.0","2.0"
"Año 2017","Tercero","Julio","Castilla y León","Burgos","1.0","0.0"
"Año 2017","Tercero","Julio","Castilla y León","León","5.0","1.0"
"Año 2017","Tercero","Julio","Castilla y León","Palencia","2.0","0.0"
"Año 2017","Tercero","Julio","Castilla y León","Salamanca","1.0","0.0"
"Año 2017","Tercero","Julio","Castilla y León","Soria","1.0","0.0"
"Año 2017","Tercero","Julio","Castilla y León","Valladolid","2.0","1.0"
"Año 2017","Tercero","Julio","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2017","Tercero","Julio","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2017","Tercero","Julio","Cataluña","Barcelona","3.0","5.0"
"Año 2017","Tercero","Julio","Cataluña","Girona","1.0","0.0"
"Año 2017","Tercero","Julio","Cataluña","Tarragona","2.0","0.0"
"Año 2017","Tercero","Julio","Comunitat Valenciana","Alicante/Alacant","5.0","3.0"
"Año 2017","Tercero","Julio","Comunitat Valenciana","Castellón/Castelló","2.0","1.0"
"Año 2017","Tercero","Julio","Comunitat Valenciana","Valencia/València","15.0","1.0"
"Año 2017","Tercero","Julio","Extremadura","Badajoz","1.0","0.0"
"Año 2017","Tercero","Julio","Galicia","A Coruña","1.0","3.0"
"Año 2017","Tercero","Julio","Galicia","Lugo","1.0","0.0"
"Año 2017","Tercero","Julio","Galicia","Pontevedra","2.0","0.0"
"Año 2017","Tercero","Julio","Comunidad de Madrid","Madrid","23.0","4.0"
"Año 2017","Tercero","Julio","Región de Murcia","Murcia","1.0","0.0"
"Año 2017","Tercero","Julio","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2017","Tercero","Julio","País Vasco","Bizkaia","4.0","2.0"
"Año 2017","Tercero","Julio","La Rioja","La Rioja","2.0","1.0"
"Año 2017","Tercero","Agosto","Andalucía","Cádiz","2.0","0.0"
"Año 2017","Tercero","Agosto","Andalucía","Córdoba","3.0","1.0"
"Año 2017","Tercero","Agosto","Andalucía","Granada","4.0","1.0"
"Año 2017","Tercero","Agosto","Andalucía","Jaén","3.0","0.0"
"Año 2017","Tercero","Agosto","Andalucía","Málaga","2.0","0.0"
"Año 2017","Tercero","Agosto","Andalucía","Sevilla","1.0","0.0"
"Año 2017","Tercero","Agosto","Aragón","Huesca","1.0","0.0"
"Año 2017","Tercero","Agosto","Principado de Asturias","Asturias","2.0","1.0"
"Año 2017","Tercero","Agosto","Illes Balears","Illes Balears","1.0","0.0"
"Año 2017","Tercero","Agosto","Canarias","Las Palmas","1.0","2.0"
"Año 2017","Tercero","Agosto","Cantabria","Cantabria","1.0","1.0"
"Año 2017","Tercero","Agosto","Castilla y León","Ávila","0.0","1.0"
"Año 2017","Tercero","Agosto","Castilla y León","Segovia","1.0","0.0"
"Año 2017","Tercero","Agosto","Castilla y León","Valladolid","1.0","0.0"
"Año 2017","Tercero","Agosto","Castilla y León","Zamora","1.0","0.0"
"Año 2017","Tercero","Agosto","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2017","Tercero","Agosto","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2017","Tercero","Agosto","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2017","Tercero","Agosto","Castilla-La Mancha","Toledo","3.0","0.0"
"Año 2017","Tercero","Agosto","Cataluña","Barcelona","1.0","2.0"
"Año 2017","Tercero","Agosto","Cataluña","Lleida","0.0","1.0"
"Año 2017","Tercero","Agosto","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2017","Tercero","Agosto","Comunitat Valenciana","Castellón/Castelló","3.0","0.0"
"Año 2017","Tercero","Agosto","Comunitat Valenciana","Valencia/València","13.0","1.0"
"Año 2017","Tercero","Agosto","Extremadura","Cáceres","2.0","1.0"
"Año 2017","Tercero","Agosto","Galicia","A Coruña","1.0","1.0"
"Año 2017","Tercero","Agosto","Galicia","Ourense","0.0","1.0"
"Año 2017","Tercero","Agosto","Galicia","Pontevedra","4.0","1.0"
"Año 2017","Tercero","Agosto","Comunidad de Madrid","Madrid","5.0","5.0"
"Año 2017","Tercero","Agosto","Región de Murcia","Murcia","1.0","0.0"
"Año 2017","Tercero","Agosto","País Vasco","Araba/Álava","1.0","1.0"
"Año 2017","Tercero","Agosto","País Vasco","Bizkaia","0.0","1.0"
"Año 2017","Tercero","Septiembre","Andalucía","Cádiz","2.0","3.0"
"Año 2017","Tercero","Septiembre","Andalucía","Granada","5.0","1.0"
"Año 2017","Tercero","Septiembre","Andalucía","Huelva","1.0","0.0"
"Año 2017","Tercero","Septiembre","Andalucía","Jaén","1.0","1.0"
"Año 2017","Tercero","Septiembre","Andalucía","Málaga","0.0","1.0"
"Año 2017","Tercero","Septiembre","Andalucía","Sevilla","3.0","0.0"
"Año 2017","Tercero","Septiembre","Aragón","Huesca","1.0","0.0"
"Año 2017","Tercero","Septiembre","Aragón","Zaragoza","8.0","0.0"
"Año 2017","Tercero","Septiembre","Principado de Asturias","Asturias","1.0","0.0"
"Año 2017","Tercero","Septiembre","Canarias","Las Palmas","1.0","1.0"
"Año 2017","Tercero","Septiembre","Cantabria","Cantabria","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla y León","Ávila","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla y León","Burgos","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla y León","León","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla y León","Salamanca","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla y León","Soria","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla y León","Valladolid","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla y León","Zamora","2.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2017","Tercero","Septiembre","Castilla-La Mancha","Toledo","1.0","1.0"
"Año 2017","Tercero","Septiembre","Cataluña","Barcelona","1.0","2.0"
"Año 2017","Tercero","Septiembre","Cataluña","Lleida","1.0","0.0"
"Año 2017","Tercero","Septiembre","Cataluña","Tarragona","1.0","0.0"
"Año 2017","Tercero","Septiembre","Comunitat Valenciana","Alicante/Alacant","3.0","2.0"
