"Año","Mes","Comunidad autónoma","Provincia","Instalaciones acumuladas","Desinstalaciones acumuladas","Dispositivos activos"
"Año 2018","Mayo","Andalucía","Cádiz","133.0","110.0","23.0"
"Año 2018","Mayo","Andalucía","Córdoba","148.0","132.0","16.0"
"Año 2018","Mayo","Andalucía","Granada","204.0","170.0","34.0"
"Año 2018","Mayo","Andalucía","Huelva","54.0","41.0","13.0"
"Año 2018","Mayo","Andalucía","Jaén","206.0","148.0","58.0"
"Año 2018","Mayo","Andalucía","Málaga","306.0","252.0","54.0"
"Año 2018","Mayo","Andalucía","Sevilla","191.0","160.0","31.0"
"Año 2018","Mayo","Aragón","Huesca","11.0","8.0","3.0"
"Año 2018","Mayo","Aragón","Teruel","25.0","22.0","3.0"
"Año 2018","Mayo","Aragón","Zaragoza","98.0","68.0","30.0"
"Año 2018","Mayo","Principado de Asturias","Asturias","124.0","107.0","17.0"
"Año 2018","Mayo","Illes Balears","Illes Balears","86.0","67.0","19.0"
"Año 2018","Mayo","Canarias","Las Palmas","105.0","84.0","21.0"
"Año 2018","Mayo","Canarias","Santa Cruz de Tenerife","161.0","132.0","29.0"
"Año 2018","Mayo","Cantabria","Cantabria","135.0","119.0","16.0"
"Año 2018","Mayo","Castilla y León","Ávila","16.0","10.0","6.0"
"Año 2018","Mayo","Castilla y León","Burgos","9.0","7.0","2.0"
"Año 2018","Mayo","Castilla y León","León","44.0","32.0","12.0"
"Año 2018","Mayo","Castilla y León","Palencia","32.0","24.0","8.0"
"Año 2018","Mayo","Castilla y León","Salamanca","17.0","12.0","5.0"
"Año 2018","Mayo","Castilla y León","Segovia","45.0","34.0","11.0"
"Año 2018","Mayo","Castilla y León","Soria","35.0","28.0","7.0"
"Año 2018","Mayo","Castilla y León","Valladolid","14.0","13.0","1.0"
"Año 2018","Mayo","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2018","Mayo","Castilla-La Mancha","Albacete","22.0","14.0","8.0"
"Año 2018","Mayo","Castilla-La Mancha","Ciudad Real","89.0","64.0","25.0"
"Año 2018","Mayo","Castilla-La Mancha","Cuenca","3.0","2.0","1.0"
"Año 2018","Mayo","Castilla-La Mancha","Guadalajara","56.0","41.0","15.0"
"Año 2018","Mayo","Castilla-La Mancha","Toledo","80.0","59.0","21.0"
"Año 2018","Mayo","Cataluña","Barcelona","117.0","89.0","28.0"
"Año 2018","Mayo","Cataluña","Girona","27.0","22.0","5.0"
"Año 2018","Mayo","Cataluña","Lleida","15.0","14.0","1.0"
"Año 2018","Mayo","Cataluña","Tarragona","72.0","59.0","13.0"
"Año 2018","Mayo","Comunitat Valenciana","Alicante/Alacant","195.0","158.0","37.0"
"Año 2018","Mayo","Comunitat Valenciana","Castellón/Castelló","45.0","31.0","14.0"
"Año 2018","Mayo","Comunitat Valenciana","Valencia/València","390.0","309.0","81.0"
"Año 2018","Mayo","Extremadura","Badajoz","39.0","33.0","6.0"
"Año 2018","Mayo","Extremadura","Cáceres","24.0","18.0","6.0"
"Año 2018","Mayo","Galicia","A Coruña","43.0","32.0","11.0"
"Año 2018","Mayo","Galicia","Lugo","18.0","15.0","3.0"
"Año 2018","Mayo","Galicia","Ourense","17.0","14.0","3.0"
"Año 2018","Mayo","Galicia","Pontevedra","70.0","54.0","16.0"
"Año 2018","Mayo","Comunidad de Madrid","Madrid","1411.0","1227.0","184.0"
"Año 2018","Mayo","Región de Murcia","Murcia","112.0","77.0","35.0"
"Año 2018","Mayo","Comunidad Foral de Navarra","Navarra","46.0","32.0","14.0"
"Año 2018","Mayo","País Vasco","Araba/Álava","13.0","12.0","1.0"
"Año 2018","Mayo","País Vasco","Bizkaia","189.0","166.0","23.0"
"Año 2018","Mayo","País Vasco","Gipuzkoa","47.0","43.0","4.0"
"Año 2018","Mayo","La Rioja","La Rioja","16.0","14.0","2.0"
"Año 2018","Mayo","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2018","Mayo","Melilla","Melilla","0.0","0.0","0.0"
"Año 2018","Junio","Andalucía","Almería","199.0","118.0","81.0"
"Año 2018","Junio","Andalucía","Cádiz","138.0","112.0","26.0"
"Año 2018","Junio","Andalucía","Córdoba","151.0","134.0","17.0"
"Año 2018","Junio","Andalucía","Granada","205.0","173.0","32.0"
"Año 2018","Junio","Andalucía","Huelva","54.0","42.0","12.0"
"Año 2018","Junio","Andalucía","Jaén","209.0","151.0","58.0"
"Año 2018","Junio","Andalucía","Málaga","309.0","258.0","51.0"
"Año 2018","Junio","Andalucía","Sevilla","191.0","163.0","28.0"
"Año 2018","Junio","Aragón","Huesca","12.0","8.0","4.0"
"Año 2018","Junio","Aragón","Teruel","25.0","22.0","3.0"
"Año 2018","Junio","Aragón","Zaragoza","100.0","73.0","27.0"
"Año 2018","Junio","Principado de Asturias","Asturias","124.0","109.0","15.0"
"Año 2018","Junio","Illes Balears","Illes Balears","87.0","67.0","20.0"
"Año 2018","Junio","Canarias","Las Palmas","106.0","86.0","20.0"
"Año 2018","Junio","Canarias","Santa Cruz de Tenerife","165.0","137.0","28.0"
"Año 2018","Junio","Cantabria","Cantabria","137.0","121.0","16.0"
"Año 2018","Junio","Castilla y León","Ávila","18.0","11.0","7.0"
"Año 2018","Junio","Castilla y León","Burgos","9.0","7.0","2.0"
"Año 2018","Junio","Castilla y León","León","44.0","32.0","12.0"
"Año 2018","Junio","Castilla y León","Palencia","32.0","24.0","8.0"
"Año 2018","Junio","Castilla y León","Salamanca","18.0","12.0","6.0"
"Año 2018","Junio","Castilla y León","Segovia","46.0","35.0","11.0"
"Año 2018","Junio","Castilla y León","Soria","36.0","29.0","7.0"
"Año 2018","Junio","Castilla y León","Valladolid","14.0","13.0","1.0"
"Año 2018","Junio","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2018","Junio","Castilla-La Mancha","Albacete","23.0","14.0","9.0"
"Año 2018","Junio","Castilla-La Mancha","Ciudad Real","90.0","65.0","25.0"
"Año 2018","Junio","Castilla-La Mancha","Cuenca","3.0","2.0","1.0"
"Año 2018","Junio","Castilla-La Mancha","Guadalajara","57.0","41.0","16.0"
"Año 2018","Junio","Castilla-La Mancha","Toledo","80.0","62.0","18.0"
"Año 2018","Junio","Cataluña","Barcelona","119.0","91.0","28.0"
"Año 2018","Junio","Cataluña","Girona","27.0","23.0","4.0"
"Año 2018","Junio","Cataluña","Lleida","15.0","14.0","1.0"
"Año 2018","Junio","Cataluña","Tarragona","73.0","61.0","12.0"
"Año 2018","Junio","Comunitat Valenciana","Alicante/Alacant","196.0","162.0","34.0"
"Año 2018","Junio","Comunitat Valenciana","Castellón/Castelló","45.0","33.0","12.0"
"Año 2018","Junio","Comunitat Valenciana","Valencia/València","397.0","314.0","83.0"
"Año 2018","Junio","Extremadura","Badajoz","39.0","33.0","6.0"
"Año 2018","Junio","Extremadura","Cáceres","24.0","18.0","6.0"
"Año 2018","Junio","Galicia","A Coruña","43.0","33.0","10.0"
"Año 2018","Junio","Galicia","Lugo","18.0","15.0","3.0"
"Año 2018","Junio","Galicia","Ourense","19.0","15.0","4.0"
"Año 2018","Junio","Galicia","Pontevedra","70.0","55.0","15.0"
"Año 2018","Junio","Comunidad de Madrid","Madrid","1424.0","1240.0","184.0"
"Año 2018","Junio","Región de Murcia","Murcia","116.0","77.0","39.0"
"Año 2018","Junio","Comunidad Foral de Navarra","Navarra","46.0","33.0","13.0"
"Año 2018","Junio","País Vasco","Araba/Álava","13.0","12.0","1.0"
"Año 2018","Junio","País Vasco","Bizkaia","191.0","168.0","23.0"
"Año 2018","Junio","País Vasco","Gipuzkoa","47.0","43.0","4.0"
"Año 2018","Junio","La Rioja","La Rioja","17.0","14.0","3.0"
"Año 2018","Junio","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2018","Junio","Melilla","Melilla","0.0","0.0","0.0"
"Año 2018","Julio","Andalucía","Almería","208.0","124.0","84.0"
"Año 2018","Julio","Andalucía","Cádiz","139.0","114.0","25.0"
"Año 2018","Julio","Andalucía","Córdoba","155.0","136.0","19.0"
"Año 2018","Julio","Andalucía","Granada","208.0","175.0","33.0"
"Año 2018","Julio","Andalucía","Huelva","55.0","44.0","11.0"
"Año 2018","Julio","Andalucía","Jaén","213.0","154.0","59.0"
"Año 2018","Julio","Andalucía","Málaga","316.0","260.0","56.0"
"Año 2018","Julio","Andalucía","Sevilla","193.0","165.0","28.0"
"Año 2018","Julio","Aragón","Huesca","12.0","9.0","3.0"
"Año 2018","Julio","Aragón","Teruel","26.0","22.0","4.0"
"Año 2018","Julio","Aragón","Zaragoza","100.0","77.0","23.0"
"Año 2018","Julio","Principado de Asturias","Asturias","127.0","110.0","17.0"
"Año 2018","Julio","Illes Balears","Illes Balears","88.0","68.0","20.0"
"Año 2018","Julio","Canarias","Las Palmas","106.0","87.0","19.0"
"Año 2018","Julio","Canarias","Santa Cruz de Tenerife","166.0","142.0","24.0"
"Año 2018","Julio","Cantabria","Cantabria","138.0","123.0","15.0"
"Año 2018","Julio","Castilla y León","Ávila","18.0","12.0","6.0"
"Año 2018","Julio","Castilla y León","Burgos","9.0","8.0","1.0"
"Año 2018","Julio","Castilla y León","León","47.0","32.0","15.0"
"Año 2018","Julio","Castilla y León","Palencia","34.0","24.0","10.0"
"Año 2018","Julio","Castilla y León","Salamanca","19.0","13.0","6.0"
"Año 2018","Julio","Castilla y León","Segovia","47.0","35.0","12.0"
"Año 2018","Julio","Castilla y León","Soria","39.0","31.0","8.0"
"Año 2018","Julio","Castilla y León","Valladolid","14.0","13.0","1.0"
"Año 2018","Julio","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2018","Julio","Castilla-La Mancha","Albacete","23.0","14.0","9.0"
"Año 2018","Julio","Castilla-La Mancha","Ciudad Real","96.0","66.0","30.0"
"Año 2018","Julio","Castilla-La Mancha","Cuenca","3.0","2.0","1.0"
"Año 2018","Julio","Castilla-La Mancha","Guadalajara","57.0","41.0","16.0"
"Año 2018","Julio","Castilla-La Mancha","Toledo","80.0","62.0","18.0"
"Año 2018","Julio","Cataluña","Barcelona","121.0","92.0","29.0"
"Año 2018","Julio","Cataluña","Girona","27.0","23.0","4.0"
"Año 2018","Julio","Cataluña","Lleida","15.0","15.0","0.0"
"Año 2018","Julio","Cataluña","Tarragona","73.0","61.0","12.0"
"Año 2018","Julio","Comunitat Valenciana","Alicante/Alacant","196.0","165.0","31.0"
"Año 2018","Julio","Comunitat Valenciana","Castellón/Castelló","45.0","33.0","12.0"
"Año 2018","Julio","Comunitat Valenciana","Valencia/València","402.0","320.0","82.0"
"Año 2018","Julio","Extremadura","Badajoz","39.0","34.0","5.0"
"Año 2018","Julio","Extremadura","Cáceres","25.0","18.0","7.0"
"Año 2018","Julio","Galicia","A Coruña","43.0","33.0","10.0"
"Año 2018","Julio","Galicia","Lugo","18.0","15.0","3.0"
"Año 2018","Julio","Galicia","Ourense","19.0","16.0","3.0"
"Año 2018","Julio","Galicia","Pontevedra","72.0","55.0","17.0"
"Año 2018","Julio","Comunidad de Madrid","Madrid","1444.0","1254.0","190.0"
"Año 2018","Julio","Región de Murcia","Murcia","117.0","79.0","38.0"
"Año 2018","Julio","Comunidad Foral de Navarra","Navarra","47.0","33.0","14.0"
"Año 2018","Julio","País Vasco","Araba/Álava","13.0","12.0","1.0"
"Año 2018","Julio","País Vasco","Bizkaia","192.0","171.0","21.0"
"Año 2018","Julio","País Vasco","Gipuzkoa","47.0","43.0","4.0"
"Año 2018","Julio","La Rioja","La Rioja","17.0","14.0","3.0"
"Año 2018","Julio","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2018","Julio","Melilla","Melilla","0.0","0.0","0.0"
"Año 2018","Agosto","Andalucía","Almería","213.0","124.0","89.0"
"Año 2018","Agosto","Andalucía","Cádiz","141.0","117.0","24.0"
"Año 2018","Agosto","Andalucía","Córdoba","158.0","138.0","20.0"
"Año 2018","Agosto","Andalucía","Granada","208.0","177.0","31.0"
"Año 2018","Agosto","Andalucía","Huelva","56.0","45.0","11.0"
"Año 2018","Agosto","Andalucía","Jaén","218.0","159.0","59.0"
"Año 2018","Agosto","Andalucía","Málaga","318.0","263.0","55.0"
"Año 2018","Agosto","Andalucía","Sevilla","195.0","166.0","29.0"
"Año 2018","Agosto","Aragón","Huesca","12.0","9.0","3.0"
"Año 2018","Agosto","Aragón","Teruel","26.0","22.0","4.0"
"Año 2018","Agosto","Aragón","Zaragoza","101.0","78.0","23.0"
"Año 2018","Agosto","Principado de Asturias","Asturias","128.0","111.0","17.0"
"Año 2018","Agosto","Illes Balears","Illes Balears","88.0","70.0","18.0"
"Año 2018","Agosto","Canarias","Las Palmas","108.0","87.0","21.0"
"Año 2018","Agosto","Canarias","Santa Cruz de Tenerife","166.0","142.0","24.0"
"Año 2018","Agosto","Cantabria","Cantabria","140.0","124.0","16.0"
"Año 2018","Agosto","Castilla y León","Ávila","21.0","14.0","7.0"
"Año 2018","Agosto","Castilla y León","Burgos","9.0","8.0","1.0"
"Año 2018","Agosto","Castilla y León","León","48.0","32.0","16.0"
"Año 2018","Agosto","Castilla y León","Palencia","34.0","25.0","9.0"
"Año 2018","Agosto","Castilla y León","Salamanca","21.0","13.0","8.0"
"Año 2018","Agosto","Castilla y León","Segovia","47.0","35.0","12.0"
"Año 2018","Agosto","Castilla y León","Soria","40.0","32.0","8.0"
"Año 2018","Agosto","Castilla y León","Valladolid","14.0","13.0","1.0"
"Año 2018","Agosto","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2018","Agosto","Castilla-La Mancha","Albacete","23.0","15.0","8.0"
"Año 2018","Agosto","Castilla-La Mancha","Ciudad Real","98.0","68.0","30.0"
"Año 2018","Agosto","Castilla-La Mancha","Cuenca","4.0","2.0","2.0"
"Año 2018","Agosto","Castilla-La Mancha","Guadalajara","57.0","41.0","16.0"
"Año 2018","Agosto","Castilla-La Mancha","Toledo","81.0","62.0","19.0"
"Año 2018","Agosto","Cataluña","Barcelona","123.0","94.0","29.0"
"Año 2018","Agosto","Cataluña","Girona","27.0","23.0","4.0"
"Año 2018","Agosto","Cataluña","Lleida","15.0","15.0","0.0"
"Año 2018","Agosto","Cataluña","Tarragona","73.0","61.0","12.0"
"Año 2018","Agosto","Comunitat Valenciana","Alicante/Alacant","200.0","170.0","30.0"
"Año 2018","Agosto","Comunitat Valenciana","Castellón/Castelló","46.0","33.0","13.0"
"Año 2018","Agosto","Comunitat Valenciana","Valencia/València","407.0","321.0","86.0"
"Año 2018","Agosto","Extremadura","Badajoz","39.0","34.0","5.0"
"Año 2018","Agosto","Extremadura","Cáceres","25.0","18.0","7.0"
"Año 2018","Agosto","Galicia","A Coruña","43.0","33.0","10.0"
"Año 2018","Agosto","Galicia","Lugo","18.0","15.0","3.0"
"Año 2018","Agosto","Galicia","Ourense","20.0","16.0","4.0"
"Año 2018","Agosto","Galicia","Pontevedra","73.0","55.0","18.0"
"Año 2018","Agosto","Comunidad de Madrid","Madrid","1451.0","1257.0","194.0"
"Año 2018","Agosto","Región de Murcia","Murcia","117.0","80.0","37.0"
"Año 2018","Agosto","Comunidad Foral de Navarra","Navarra","49.0","34.0","15.0"
"Año 2018","Agosto","País Vasco","Araba/Álava","13.0","12.0","1.0"
"Año 2018","Agosto","País Vasco","Bizkaia","195.0","173.0","22.0"
"Año 2018","Agosto","País Vasco","Gipuzkoa","47.0","43.0","4.0"
"Año 2018","Agosto","La Rioja","La Rioja","18.0","14.0","4.0"
"Año 2018","Agosto","Ceuta","Ceuta","0.0","0.0","0.0"
"Año 2018","Agosto","Melilla","Melilla","0.0","0.0","0.0"
"Año 2018","Septiembre","Andalucía","Almería","216.0","126.0","90.0"
"Año 2018","Septiembre","Andalucía","Cádiz","142.0","119.0","23.0"
"Año 2018","Septiembre","Andalucía","Córdoba","161.0","139.0","22.0"
"Año 2018","Septiembre","Andalucía","Granada","209.0","178.0","31.0"
"Año 2018","Septiembre","Andalucía","Huelva","56.0","45.0","11.0"
"Año 2018","Septiembre","Andalucía","Jaén","220.0","162.0","58.0"
"Año 2018","Septiembre","Andalucía","Málaga","322.0","263.0","59.0"
"Año 2018","Septiembre","Andalucía","Sevilla","199.0","166.0","33.0"
"Año 2018","Septiembre","Aragón","Huesca","12.0","9.0","3.0"
"Año 2018","Septiembre","Aragón","Teruel","26.0","22.0","4.0"
"Año 2018","Septiembre","Aragón","Zaragoza","102.0","78.0","24.0"
"Año 2018","Septiembre","Principado de Asturias","Asturias","130.0","112.0","18.0"
"Año 2018","Septiembre","Illes Balears","Illes Balears","88.0","71.0","17.0"
"Año 2018","Septiembre","Canarias","Las Palmas","112.0","87.0","25.0"
"Año 2018","Septiembre","Canarias","Santa Cruz de Tenerife","167.0","143.0","24.0"
"Año 2018","Septiembre","Cantabria","Cantabria","141.0","125.0","16.0"
"Año 2018","Septiembre","Castilla y León","Ávila","22.0","14.0","8.0"
"Año 2018","Septiembre","Castilla y León","Burgos","9.0","8.0","1.0"
"Año 2018","Septiembre","Castilla y León","León","48.0","32.0","16.0"
"Año 2018","Septiembre","Castilla y León","Palencia","34.0","25.0","9.0"
"Año 2018","Septiembre","Castilla y León","Salamanca","22.0","13.0","9.0"
"Año 2018","Septiembre","Castilla y León","Segovia","47.0","35.0","12.0"
"Año 2018","Septiembre","Castilla y León","Soria","43.0","34.0","9.0"
"Año 2018","Septiembre","Castilla y León","Valladolid","14.0","13.0","1.0"
"Año 2018","Septiembre","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2018","Septiembre","Castilla-La Mancha","Albacete","23.0","15.0","8.0"
"Año 2018","Septiembre","Castilla-La Mancha","Ciudad Real","100.0","71.0","29.0"
"Año 2018","Septiembre","Castilla-La Mancha","Cuenca","4.0","2.0","2.0"
"Año 2018","Septiembre","Castilla-La Mancha","Guadalajara","58.0","43.0","15.0"
"Año 2018","Septiembre","Castilla-La Mancha","Toledo","81.0","62.0","19.0"
"Año 2018","Septiembre","Cataluña","Barcelona","130.0","97.0","33.0"
"Año 2018","Septiembre","Cataluña","Girona","27.0","23.0","4.0"
"Año 2018","Septiembre","Cataluña","Lleida","16.0","15.0","1.0"
"Año 2018","Septiembre","Cataluña","Tarragona","75.0","63.0","12.0"
"Año 2018","Septiembre","Comunitat Valenciana","Alicante/Alacant","202.0","170.0","32.0"
"Año 2018","Septiembre","Comunitat Valenciana","Castellón/Castelló","46.0","34.0","12.0"
"Año 2018","Septiembre","Comunitat Valenciana","Valencia/València","411.0","325.0","86.0"
"Año 2018","Septiembre","Extremadura","Badajoz","39.0","34.0","5.0"
"Año 2018","Septiembre","Extremadura","Cáceres","26.0","19.0","7.0"
"Año 2018","Septiembre","Galicia","A Coruña","43.0","33.0","10.0"
"Año 2018","Septiembre","Galicia","Lugo","19.0","15.0","4.0"
"Año 2018","Septiembre","Galicia","Ourense","20.0","17.0","3.0"
"Año 2018","Septiembre","Galicia","Pontevedra","74.0","55.0","19.0"
"Año 2018","Septiembre","Comunidad de Madrid","Madrid","1469.0","1267.0","202.0"
"Año 2018","Septiembre","Región de Murcia","Murcia","117.0","81.0","36.0"
"Año 2018","Septiembre","Comunidad Foral de Navarra","Navarra","51.0","34.0","17.0"
"Año 2018","Septiembre","País Vasco","Araba/Álava","13.0","12.0","1.0"
"Año 2018","Septiembre","País Vasco","Bizkaia","195.0","176.0","19.0"
"Año 2018","Septiembre","País Vasco","Gipuzkoa","47.0","43.0","4.0"
"Año 2018","Septiembre","La Rioja","La Rioja","19.0","15.0","4.0"
"Año 2018","Septiembre","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2018","Septiembre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2018","Octubre","Andalucía","Almería","221.0","132.0","89.0"
"Año 2018","Octubre","Andalucía","Cádiz","147.0","123.0","24.0"
"Año 2018","Octubre","Andalucía","Córdoba","164.0","141.0","23.0"
"Año 2018","Octubre","Andalucía","Granada","211.0","180.0","31.0"
"Año 2018","Octubre","Andalucía","Huelva","57.0","46.0","11.0"
"Año 2018","Octubre","Andalucía","Jaén","225.0","164.0","61.0"
"Año 2018","Octubre","Andalucía","Málaga","326.0","264.0","62.0"
"Año 2018","Octubre","Andalucía","Sevilla","202.0","168.0","34.0"
"Año 2018","Octubre","Aragón","Huesca","12.0","9.0","3.0"
"Año 2018","Octubre","Aragón","Teruel","26.0","22.0","4.0"
"Año 2018","Octubre","Aragón","Zaragoza","102.0","82.0","20.0"
"Año 2018","Octubre","Principado de Asturias","Asturias","132.0","114.0","18.0"
"Año 2018","Octubre","Illes Balears","Illes Balears","90.0","71.0","19.0"
"Año 2018","Octubre","Canarias","Las Palmas","113.0","90.0","23.0"
"Año 2018","Octubre","Canarias","Santa Cruz de Tenerife","171.0","145.0","26.0"
"Año 2018","Octubre","Cantabria","Cantabria","143.0","126.0","17.0"
"Año 2018","Octubre","Castilla y León","Ávila","23.0","15.0","8.0"
"Año 2018","Octubre","Castilla y León","Burgos","9.0","8.0","1.0"
"Año 2018","Octubre","Castilla y León","León","49.0","35.0","14.0"
"Año 2018","Octubre","Castilla y León","Palencia","34.0","26.0","8.0"
"Año 2018","Octubre","Castilla y León","Salamanca","22.0","14.0","8.0"
"Año 2018","Octubre","Castilla y León","Segovia","47.0","35.0","12.0"
"Año 2018","Octubre","Castilla y León","Soria","43.0","35.0","8.0"
"Año 2018","Octubre","Castilla y León","Valladolid","14.0","13.0","1.0"
"Año 2018","Octubre","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2018","Octubre","Castilla-La Mancha","Albacete","24.0","15.0","9.0"
"Año 2018","Octubre","Castilla-La Mancha","Ciudad Real","104.0","74.0","30.0"
"Año 2018","Octubre","Castilla-La Mancha","Cuenca","4.0","2.0","2.0"
"Año 2018","Octubre","Castilla-La Mancha","Guadalajara","58.0","44.0","14.0"
"Año 2018","Octubre","Castilla-La Mancha","Toledo","81.0","62.0","19.0"
"Año 2018","Octubre","Cataluña","Barcelona","135.0","101.0","34.0"
"Año 2018","Octubre","Cataluña","Girona","28.0","24.0","4.0"
"Año 2018","Octubre","Cataluña","Lleida","17.0","16.0","1.0"
"Año 2018","Octubre","Cataluña","Tarragona","77.0","63.0","14.0"
"Año 2018","Octubre","Comunitat Valenciana","Alicante/Alacant","206.0","170.0","36.0"
"Año 2018","Octubre","Comunitat Valenciana","Castellón/Castelló","48.0","35.0","13.0"
"Año 2018","Octubre","Comunitat Valenciana","Valencia/València","421.0","329.0","92.0"
"Año 2018","Octubre","Extremadura","Badajoz","40.0","34.0","6.0"
"Año 2018","Octubre","Extremadura","Cáceres","26.0","20.0","6.0"
"Año 2018","Octubre","Galicia","A Coruña","43.0","33.0","10.0"
"Año 2018","Octubre","Galicia","Lugo","19.0","15.0","4.0"
"Año 2018","Octubre","Galicia","Ourense","21.0","18.0","3.0"
"Año 2018","Octubre","Galicia","Pontevedra","76.0","55.0","21.0"
"Año 2018","Octubre","Comunidad de Madrid","Madrid","1488.0","1276.0","212.0"
"Año 2018","Octubre","Región de Murcia","Murcia","120.0","83.0","37.0"
"Año 2018","Octubre","Comunidad Foral de Navarra","Navarra","53.0","34.0","19.0"
"Año 2018","Octubre","País Vasco","Araba/Álava","13.0","12.0","1.0"
"Año 2018","Octubre","País Vasco","Bizkaia","199.0","179.0","20.0"
"Año 2018","Octubre","País Vasco","Gipuzkoa","47.0","43.0","4.0"
"Año 2018","Octubre","La Rioja","La Rioja","19.0","15.0","4.0"
"Año 2018","Octubre","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2018","Octubre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2018","Noviembre","Andalucía","Almería","227.0","137.0","90.0"
"Año 2018","Noviembre","Andalucía","Cádiz","151.0","125.0","26.0"
"Año 2018","Noviembre","Andalucía","Córdoba","169.0","145.0","24.0"
"Año 2018","Noviembre","Andalucía","Granada","212.0","180.0","32.0"
"Año 2018","Noviembre","Andalucía","Huelva","57.0","46.0","11.0"
"Año 2018","Noviembre","Andalucía","Jaén","228.0","168.0","60.0"
"Año 2018","Noviembre","Andalucía","Málaga","328.0","266.0","62.0"
"Año 2018","Noviembre","Andalucía","Sevilla","202.0","169.0","33.0"
"Año 2018","Noviembre","Aragón","Huesca","12.0","9.0","3.0"
"Año 2018","Noviembre","Aragón","Teruel","26.0","22.0","4.0"
"Año 2018","Noviembre","Aragón","Zaragoza","104.0","84.0","20.0"
"Año 2018","Noviembre","Principado de Asturias","Asturias","133.0","117.0","16.0"
"Año 2018","Noviembre","Illes Balears","Illes Balears","90.0","73.0","17.0"
"Año 2018","Noviembre","Canarias","Las Palmas","114.0","91.0","23.0"
"Año 2018","Noviembre","Canarias","Santa Cruz de Tenerife","172.0","146.0","26.0"
"Año 2018","Noviembre","Cantabria","Cantabria","144.0","129.0","15.0"
"Año 2018","Noviembre","Castilla y León","Ávila","23.0","15.0","8.0"
"Año 2018","Noviembre","Castilla y León","Burgos","9.0","8.0","1.0"
"Año 2018","Noviembre","Castilla y León","León","51.0","36.0","15.0"
"Año 2018","Noviembre","Castilla y León","Palencia","34.0","26.0","8.0"
"Año 2018","Noviembre","Castilla y León","Salamanca","23.0","15.0","8.0"
"Año 2018","Noviembre","Castilla y León","Segovia","47.0","35.0","12.0"
"Año 2018","Noviembre","Castilla y León","Soria","45.0","36.0","9.0"
"Año 2018","Noviembre","Castilla y León","Valladolid","14.0","13.0","1.0"
"Año 2018","Noviembre","Castilla y León","Zamora","1.0","1.0","0.0"
"Año 2018","Noviembre","Castilla-La Mancha","Albacete","24.0","15.0","9.0"
"Año 2018","Noviembre","Castilla-La Mancha","Ciudad Real","105.0","76.0","29.0"
"Año 2018","Noviembre","Castilla-La Mancha","Cuenca","4.0","2.0","2.0"
"Año 2018","Noviembre","Castilla-La Mancha","Guadalajara","58.0","44.0","14.0"
"Año 2018","Noviembre","Castilla-La Mancha","Toledo","83.0","63.0","20.0"
"Año 2018","Noviembre","Cataluña","Barcelona","140.0","106.0","34.0"
"Año 2018","Noviembre","Cataluña","Girona","29.0","24.0","5.0"
"Año 2018","Noviembre","Cataluña","Lleida","17.0","16.0","1.0"
"Año 2018","Noviembre","Cataluña","Tarragona","77.0","64.0","13.0"
"Año 2018","Noviembre","Comunitat Valenciana","Alicante/Alacant","207.0","173.0","34.0"
"Año 2018","Noviembre","Comunitat Valenciana","Castellón/Castelló","48.0","35.0","13.0"
"Año 2018","Noviembre","Comunitat Valenciana","Valencia/València","433.0","339.0","94.0"
"Año 2018","Noviembre","Extremadura","Badajoz","41.0","34.0","7.0"
"Año 2018","Noviembre","Extremadura","Cáceres","26.0","20.0","6.0"
"Año 2018","Noviembre","Galicia","A Coruña","43.0","33.0","10.0"
"Año 2018","Noviembre","Galicia","Lugo","19.0","15.0","4.0"
"Año 2018","Noviembre","Galicia","Ourense","23.0","19.0","4.0"
"Año 2018","Noviembre","Galicia","Pontevedra","76.0","55.0","21.0"
"Año 2018","Noviembre","Comunidad de Madrid","Madrid","1501.0","1286.0","215.0"
"Año 2018","Noviembre","Región de Murcia","Murcia","121.0","83.0","38.0"
"Año 2018","Noviembre","Comunidad Foral de Navarra","Navarra","54.0","34.0","20.0"
"Año 2018","Noviembre","País Vasco","Araba/Álava","13.0","12.0","1.0"
"Año 2018","Noviembre","País Vasco","Bizkaia","206.0","182.0","24.0"
"Año 2018","Noviembre","País Vasco","Gipuzkoa","47.0","44.0","3.0"
"Año 2018","Noviembre","La Rioja","La Rioja","19.0","15.0","4.0"
"Año 2018","Noviembre","Ceuta","Ceuta","1.0","0.0","1.0"
"Año 2018","Noviembre","Melilla","Melilla","0.0","0.0","0.0"
"Año 2018","Diciembre","Andalucía","Almería","233.0","141.0","92.0"
"Año 2018","Diciembre","Andalucía","Cádiz","155.0","126.0","29.0"
