"Año","Trimestre","Comunidad autónoma","Provincia","Número de denuncias por violencia de género"
"Año 2016","Tercero","La Rioja","La Rioja","180.0"
"Año 2016","Tercero","Ceuta","Ceuta","46.0"
"Año 2016","Tercero","Melilla","Melilla","145.0"
"Año 2016","Cuarto","Andalucía","Almería","645.0"
"Año 2016","Cuarto","Andalucía","Cádiz","852.0"
"Año 2016","Cuarto","Andalucía","Córdoba","366.0"
"Año 2016","Cuarto","Andalucía","Granada","910.0"
"Año 2016","Cuarto","Andalucía","Huelva","476.0"
"Año 2016","Cuarto","Andalucía","Jaén","432.0"
"Año 2016","Cuarto","Andalucía","Málaga","1745.0"
"Año 2016","Cuarto","Andalucía","Sevilla","1702.0"
"Año 2016","Cuarto","Aragón","Huesca","58.0"
"Año 2016","Cuarto","Aragón","Teruel","43.0"
"Año 2016","Cuarto","Aragón","Zaragoza","728.0"
"Año 2016","Cuarto","Principado de Asturias","Asturias","640.0"
"Año 2016","Cuarto","Illes Balears","Illes Balears","1285.0"
"Año 2016","Cuarto","Canarias","Las Palmas","1136.0"
"Año 2016","Cuarto","Canarias","Santa Cruz de Tenerife","890.0"
"Año 2016","Cuarto","Cantabria","Cantabria","362.0"
"Año 2016","Cuarto","Castilla y León","Ávila","72.0"
"Año 2016","Cuarto","Castilla y León","Burgos","203.0"
"Año 2016","Cuarto","Castilla y León","León","242.0"
"Año 2016","Cuarto","Castilla y León","Palencia","61.0"
"Año 2016","Cuarto","Castilla y León","Salamanca","73.0"
"Año 2016","Cuarto","Castilla y León","Segovia","93.0"
"Año 2016","Cuarto","Castilla y León","Soria","41.0"
"Año 2016","Cuarto","Castilla y León","Valladolid","333.0"
"Año 2016","Cuarto","Castilla y León","Zamora","69.0"
"Año 2016","Cuarto","Castilla-La Mancha","Albacete","201.0"
"Año 2016","Cuarto","Castilla-La Mancha","Ciudad Real","379.0"
"Año 2016","Cuarto","Castilla-La Mancha","Cuenca","61.0"
"Año 2016","Cuarto","Castilla-La Mancha","Guadalajara","109.0"
"Año 2016","Cuarto","Castilla-La Mancha","Toledo","304.0"
"Año 2016","Cuarto","Cataluña","Barcelona","3438.0"
"Año 2016","Cuarto","Cataluña","Girona","461.0"
"Año 2016","Cuarto","Cataluña","Lleida","233.0"
"Año 2016","Cuarto","Cataluña","Tarragona","551.0"
"Año 2016","Cuarto","Comunitat Valenciana","Alicante/Alacant","1867.0"
"Año 2016","Cuarto","Comunitat Valenciana","Castellón/Castelló","399.0"
"Año 2016","Cuarto","Comunitat Valenciana","Valencia/València","2644.0"
"Año 2016","Cuarto","Extremadura","Badajoz","429.0"
"Año 2016","Cuarto","Extremadura","Cáceres","224.0"
"Año 2016","Cuarto","Galicia","A Coruña","604.0"
"Año 2016","Cuarto","Galicia","Lugo","170.0"
"Año 2016","Cuarto","Galicia","Ourense","183.0"
"Año 2016","Cuarto","Galicia","Pontevedra","551.0"
"Año 2016","Cuarto","Comunidad de Madrid","Madrid","5203.0"
"Año 2016","Cuarto","Región de Murcia","Murcia","1620.0"
"Año 2016","Cuarto","Comunidad Foral de Navarra","Navarra","385.0"
"Año 2016","Cuarto","País Vasco","Araba/Álava","186.0"
"Año 2016","Cuarto","País Vasco","Gipuzkoa","325.0"
"Año 2016","Cuarto","País Vasco","Bizkaia","617.0"
"Año 2016","Cuarto","La Rioja","La Rioja","166.0"
"Año 2016","Cuarto","Ceuta","Ceuta","31.0"
"Año 2016","Cuarto","Melilla","Melilla","99.0"
"Año 2017","Primero","Andalucía","Almería","705.0"
"Año 2017","Primero","Andalucía","Cádiz","1009.0"
"Año 2017","Primero","Andalucía","Córdoba","412.0"
"Año 2017","Primero","Andalucía","Granada","975.0"
"Año 2017","Primero","Andalucía","Huelva","557.0"
"Año 2017","Primero","Andalucía","Jaén","444.0"
"Año 2017","Primero","Andalucía","Málaga","2087.0"
"Año 2017","Primero","Andalucía","Sevilla","2352.0"
"Año 2017","Primero","Aragón","Huesca","73.0"
"Año 2017","Primero","Aragón","Teruel","58.0"
"Año 2017","Primero","Aragón","Zaragoza","800.0"
"Año 2017","Primero","Principado de Asturias","Asturias","723.0"
"Año 2017","Primero","Illes Balears","Illes Balears","1200.0"
"Año 2017","Primero","Canarias","Las Palmas","1214.0"
"Año 2017","Primero","Canarias","Santa Cruz de Tenerife","955.0"
"Año 2017","Primero","Cantabria","Cantabria","433.0"
"Año 2017","Primero","Castilla y León","Ávila","90.0"
"Año 2017","Primero","Castilla y León","Burgos","177.0"
"Año 2017","Primero","Castilla y León","León","258.0"
"Año 2017","Primero","Castilla y León","Palencia","106.0"
"Año 2017","Primero","Castilla y León","Salamanca","189.0"
"Año 2017","Primero","Castilla y León","Segovia","100.0"
"Año 2017","Primero","Castilla y León","Soria","26.0"
"Año 2017","Primero","Castilla y León","Valladolid","282.0"
"Año 2017","Primero","Castilla y León","Zamora","87.0"
"Año 2017","Primero","Castilla-La Mancha","Albacete","190.0"
"Año 2017","Primero","Castilla-La Mancha","Ciudad Real","366.0"
"Año 2017","Primero","Castilla-La Mancha","Cuenca","108.0"
"Año 2017","Primero","Castilla-La Mancha","Guadalajara","115.0"
"Año 2017","Primero","Castilla-La Mancha","Toledo","453.0"
"Año 2017","Primero","Cataluña","Barcelona","3954.0"
"Año 2017","Primero","Cataluña","Girona","534.0"
"Año 2017","Primero","Cataluña","Lleida","318.0"
"Año 2017","Primero","Cataluña","Tarragona","911.0"
"Año 2017","Primero","Comunitat Valenciana","Alicante/Alacant","2195.0"
"Año 2017","Primero","Comunitat Valenciana","Castellón/Castelló","456.0"
"Año 2017","Primero","Comunitat Valenciana","Valencia/València","2850.0"
"Año 2017","Primero","Extremadura","Badajoz","430.0"
"Año 2017","Primero","Extremadura","Cáceres","234.0"
"Año 2017","Primero","Galicia","A Coruña","648.0"
"Año 2017","Primero","Galicia","Lugo","152.0"
"Año 2017","Primero","Galicia","Ourense","156.0"
"Año 2017","Primero","Galicia","Pontevedra","618.0"
"Año 2017","Primero","Comunidad de Madrid","Madrid","6467.0"
"Año 2017","Primero","Región de Murcia","Murcia","1744.0"
"Año 2017","Primero","Comunidad Foral de Navarra","Navarra","450.0"
"Año 2017","Primero","País Vasco","Araba/Álava","248.0"
"Año 2017","Primero","País Vasco","Gipuzkoa","359.0"
"Año 2017","Primero","País Vasco","Bizkaia","726.0"
"Año 2017","Primero","La Rioja","La Rioja","160.0"
"Año 2017","Primero","Ceuta","Ceuta","186.0"
"Año 2017","Primero","Melilla","Melilla","169.0"
"Año 2017","Segundo","Andalucía","Almería","952.0"
"Año 2017","Segundo","Andalucía","Cádiz","1093.0"
"Año 2017","Segundo","Andalucía","Córdoba","448.0"
"Año 2017","Segundo","Andalucía","Granada","1085.0"
"Año 2017","Segundo","Andalucía","Huelva","626.0"
"Año 2017","Segundo","Andalucía","Jaén","505.0"
"Año 2017","Segundo","Andalucía","Málaga","2003.0"
"Año 2017","Segundo","Andalucía","Sevilla","2361.0"
"Año 2017","Segundo","Aragón","Huesca","135.0"
"Año 2017","Segundo","Aragón","Teruel","57.0"
"Año 2017","Segundo","Aragón","Zaragoza","778.0"
"Año 2017","Segundo","Principado de Asturias","Asturias","666.0"
"Año 2017","Segundo","Illes Balears","Illes Balears","1390.0"
"Año 2017","Segundo","Canarias","Las Palmas","1173.0"
"Año 2017","Segundo","Canarias","Santa Cruz de Tenerife","965.0"
"Año 2017","Segundo","Cantabria","Cantabria","469.0"
"Año 2017","Segundo","Castilla y León","Ávila","75.0"
"Año 2017","Segundo","Castilla y León","Burgos","233.0"
"Año 2017","Segundo","Castilla y León","León","279.0"
"Año 2017","Segundo","Castilla y León","Palencia","96.0"
"Año 2017","Segundo","Castilla y León","Salamanca","156.0"
"Año 2017","Segundo","Castilla y León","Segovia","76.0"
"Año 2017","Segundo","Castilla y León","Soria","43.0"
"Año 2017","Segundo","Castilla y León","Valladolid","343.0"
"Año 2017","Segundo","Castilla y León","Zamora","88.0"
"Año 2017","Segundo","Castilla-La Mancha","Albacete","192.0"
"Año 2017","Segundo","Castilla-La Mancha","Ciudad Real","380.0"
"Año 2017","Segundo","Castilla-La Mancha","Cuenca","76.0"
"Año 2017","Segundo","Castilla-La Mancha","Guadalajara","135.0"
"Año 2017","Segundo","Castilla-La Mancha","Toledo","507.0"
"Año 2017","Segundo","Cataluña","Barcelona","4230.0"
"Año 2017","Segundo","Cataluña","Girona","572.0"
"Año 2017","Segundo","Cataluña","Lleida","256.0"
"Año 2017","Segundo","Cataluña","Tarragona","867.0"
"Año 2017","Segundo","Comunitat Valenciana","Alicante/Alacant","2337.0"
"Año 2017","Segundo","Comunitat Valenciana","Castellón/Castelló","464.0"
"Año 2017","Segundo","Comunitat Valenciana","Valencia/València","2926.0"
"Año 2017","Segundo","Extremadura","Badajoz","507.0"
"Año 2017","Segundo","Extremadura","Cáceres","238.0"
"Año 2017","Segundo","Galicia","A Coruña","641.0"
"Año 2017","Segundo","Galicia","Lugo","288.0"
"Año 2017","Segundo","Galicia","Ourense","192.0"
"Año 2017","Segundo","Galicia","Pontevedra","659.0"
"Año 2017","Segundo","Comunidad de Madrid","Madrid","6872.0"
"Año 2017","Segundo","Región de Murcia","Murcia","2006.0"
"Año 2017","Segundo","Comunidad Foral de Navarra","Navarra","561.0"
"Año 2017","Segundo","País Vasco","Araba/Álava","242.0"
"Año 2017","Segundo","País Vasco","Gipuzkoa","320.0"
"Año 2017","Segundo","País Vasco","Bizkaia","733.0"
"Año 2017","Segundo","La Rioja","La Rioja","200.0"
"Año 2017","Segundo","Ceuta","Ceuta","112.0"
"Año 2017","Segundo","Melilla","Melilla","81.0"
"Año 2017","Tercero","Andalucía","Almería","846.0"
"Año 2017","Tercero","Andalucía","Cádiz","990.0"
"Año 2017","Tercero","Andalucía","Córdoba","479.0"
"Año 2017","Tercero","Andalucía","Granada","1075.0"
"Año 2017","Tercero","Andalucía","Huelva","648.0"
"Año 2017","Tercero","Andalucía","Jaén","536.0"
"Año 2017","Tercero","Andalucía","Málaga","1825.0"
"Año 2017","Tercero","Andalucía","Sevilla","2154.0"
"Año 2017","Tercero","Aragón","Huesca","108.0"
"Año 2017","Tercero","Aragón","Teruel","47.0"
"Año 2017","Tercero","Aragón","Zaragoza","845.0"
"Año 2017","Tercero","Principado de Asturias","Asturias","624.0"
"Año 2017","Tercero","Illes Balears","Illes Balears","1531.0"
"Año 2017","Tercero","Canarias","Las Palmas","1360.0"
"Año 2017","Tercero","Canarias","Santa Cruz de Tenerife","1079.0"
"Año 2017","Tercero","Cantabria","Cantabria","570.0"
"Año 2017","Tercero","Castilla y León","Ávila","80.0"
"Año 2017","Tercero","Castilla y León","Burgos","212.0"
"Año 2017","Tercero","Castilla y León","León","258.0"
"Año 2017","Tercero","Castilla y León","Palencia","106.0"
"Año 2017","Tercero","Castilla y León","Salamanca","166.0"
"Año 2017","Tercero","Castilla y León","Segovia","85.0"
"Año 2017","Tercero","Castilla y León","Soria","27.0"
"Año 2017","Tercero","Castilla y León","Valladolid","393.0"
"Año 2017","Tercero","Castilla y León","Zamora","79.0"
"Año 2017","Tercero","Castilla-La Mancha","Albacete","221.0"
"Año 2017","Tercero","Castilla-La Mancha","Ciudad Real","327.0"
"Año 2017","Tercero","Castilla-La Mancha","Cuenca","89.0"
"Año 2017","Tercero","Castilla-La Mancha","Guadalajara","149.0"
"Año 2017","Tercero","Castilla-La Mancha","Toledo","551.0"
"Año 2017","Tercero","Cataluña","Barcelona","4141.0"
"Año 2017","Tercero","Cataluña","Girona","552.0"
"Año 2017","Tercero","Cataluña","Lleida","345.0"
"Año 2017","Tercero","Cataluña","Tarragona","833.0"
"Año 2017","Tercero","Comunitat Valenciana","Alicante/Alacant","2471.0"
"Año 2017","Tercero","Comunitat Valenciana","Castellón/Castelló","479.0"
"Año 2017","Tercero","Comunitat Valenciana","Valencia/València","3021.0"
"Año 2017","Tercero","Extremadura","Badajoz","495.0"
"Año 2017","Tercero","Extremadura","Cáceres","231.0"
"Año 2017","Tercero","Galicia","A Coruña","583.0"
"Año 2017","Tercero","Galicia","Lugo","151.0"
"Año 2017","Tercero","Galicia","Ourense","195.0"
"Año 2017","Tercero","Galicia","Pontevedra","660.0"
"Año 2017","Tercero","Comunidad de Madrid","Madrid","6705.0"
"Año 2017","Tercero","Región de Murcia","Murcia","2140.0"
"Año 2017","Tercero","Comunidad Foral de Navarra","Navarra","422.0"
"Año 2017","Tercero","País Vasco","Araba/Álava","240.0"
"Año 2017","Tercero","País Vasco","Gipuzkoa","365.0"
"Año 2017","Tercero","País Vasco","Bizkaia","765.0"
"Año 2017","Tercero","La Rioja","La Rioja","199.0"
"Año 2017","Tercero","Ceuta","Ceuta","58.0"
"Año 2017","Tercero","Melilla","Melilla","60.0"
"Año 2017","Cuarto","Andalucía","Almería","796.0"
"Año 2017","Cuarto","Andalucía","Cádiz","946.0"
"Año 2017","Cuarto","Andalucía","Córdoba","464.0"
"Año 2017","Cuarto","Andalucía","Granada","947.0"
"Año 2017","Cuarto","Andalucía","Huelva","563.0"
"Año 2017","Cuarto","Andalucía","Jaén","515.0"
"Año 2017","Cuarto","Andalucía","Málaga","1939.0"
"Año 2017","Cuarto","Andalucía","Sevilla","2234.0"
"Año 2017","Cuarto","Aragón","Huesca","86.0"
"Año 2017","Cuarto","Aragón","Teruel","38.0"
"Año 2017","Cuarto","Aragón","Zaragoza","835.0"
"Año 2017","Cuarto","Principado de Asturias","Asturias","698.0"
"Año 2017","Cuarto","Illes Balears","Illes Balears","1291.0"
"Año 2017","Cuarto","Canarias","Las Palmas","1219.0"
"Año 2017","Cuarto","Canarias","Santa Cruz de Tenerife","1038.0"
"Año 2017","Cuarto","Cantabria","Cantabria","436.0"
"Año 2017","Cuarto","Castilla y León","Ávila","55.0"
"Año 2017","Cuarto","Castilla y León","Burgos","223.0"
"Año 2017","Cuarto","Castilla y León","León","229.0"
"Año 2017","Cuarto","Castilla y León","Palencia","96.0"
"Año 2017","Cuarto","Castilla y León","Salamanca","155.0"
"Año 2017","Cuarto","Castilla y León","Segovia","69.0"
"Año 2017","Cuarto","Castilla y León","Soria","41.0"
"Año 2017","Cuarto","Castilla y León","Valladolid","377.0"
"Año 2017","Cuarto","Castilla y León","Zamora","55.0"
"Año 2017","Cuarto","Castilla-La Mancha","Albacete","217.0"
"Año 2017","Cuarto","Castilla-La Mancha","Ciudad Real","368.0"
"Año 2017","Cuarto","Castilla-La Mancha","Cuenca","80.0"
"Año 2017","Cuarto","Castilla-La Mancha","Guadalajara","159.0"
"Año 2017","Cuarto","Castilla-La Mancha","Toledo","420.0"
"Año 2017","Cuarto","Cataluña","Barcelona","3900.0"
"Año 2017","Cuarto","Cataluña","Girona","473.0"
"Año 2017","Cuarto","Cataluña","Lleida","325.0"
"Año 2017","Cuarto","Cataluña","Tarragona","741.0"
"Año 2017","Cuarto","Comunitat Valenciana","Alicante/Alacant","1992.0"
"Año 2017","Cuarto","Comunitat Valenciana","Castellón/Castelló","479.0"
"Año 2017","Cuarto","Comunitat Valenciana","Valencia/València","3057.0"
"Año 2017","Cuarto","Extremadura","Badajoz","438.0"
"Año 2017","Cuarto","Extremadura","Cáceres","214.0"
"Año 2017","Cuarto","Galicia","A Coruña","570.0"
"Año 2017","Cuarto","Galicia","Lugo","138.0"
"Año 2017","Cuarto","Galicia","Ourense","204.0"
"Año 2017","Cuarto","Galicia","Pontevedra","581.0"
"Año 2017","Cuarto","Comunidad de Madrid","Madrid","6915.0"
"Año 2017","Cuarto","Región de Murcia","Murcia","1949.0"
"Año 2017","Cuarto","Comunidad Foral de Navarra","Navarra","403.0"
"Año 2017","Cuarto","País Vasco","Araba/Álava","205.0"
"Año 2017","Cuarto","País Vasco","Gipuzkoa","287.0"
"Año 2017","Cuarto","País Vasco","Bizkaia","702.0"
"Año 2017","Cuarto","La Rioja","La Rioja","168.0"
"Año 2017","Cuarto","Ceuta","Ceuta","87.0"
"Año 2017","Cuarto","Melilla","Melilla","74.0"
"Año 2018","Primero","Andalucía","Almería","807.0"
"Año 2018","Primero","Andalucía","Cádiz","917.0"
"Año 2018","Primero","Andalucía","Córdoba","435.0"
"Año 2018","Primero","Andalucía","Granada","805.0"
"Año 2018","Primero","Andalucía","Huelva","555.0"
"Año 2018","Primero","Andalucía","Jaén","487.0"
"Año 2018","Primero","Andalucía","Málaga","1893.0"
"Año 2018","Primero","Andalucía","Sevilla","1964.0"
"Año 2018","Primero","Aragón","Huesca","108.0"
"Año 2018","Primero","Aragón","Teruel","71.0"
"Año 2018","Primero","Aragón","Zaragoza","690.0"
"Año 2018","Primero","Principado de Asturias","Asturias","800.0"
"Año 2018","Primero","Illes Balears","Illes Balears","1170.0"
"Año 2018","Primero","Canarias","Las Palmas","1125.0"
"Año 2018","Primero","Canarias","Santa Cruz de Tenerife","976.0"
"Año 2018","Primero","Cantabria","Cantabria","521.0"
"Año 2018","Primero","Castilla y León","Ávila","66.0"
"Año 2018","Primero","Castilla y León","Burgos","228.0"
"Año 2018","Primero","Castilla y León","León","256.0"
"Año 2018","Primero","Castilla y León","Palencia","74.0"
"Año 2018","Primero","Castilla y León","Salamanca","177.0"
"Año 2018","Primero","Castilla y León","Segovia","72.0"
"Año 2018","Primero","Castilla y León","Soria","26.0"
"Año 2018","Primero","Castilla y León","Valladolid","282.0"
"Año 2018","Primero","Castilla y León","Zamora","67.0"
"Año 2018","Primero","Castilla-La Mancha","Albacete","190.0"
"Año 2018","Primero","Castilla-La Mancha","Ciudad Real","399.0"
"Año 2018","Primero","Castilla-La Mancha","Cuenca","81.0"
"Año 2018","Primero","Castilla-La Mancha","Guadalajara","169.0"
"Año 2018","Primero","Castilla-La Mancha","Toledo","440.0"
"Año 2018","Primero","Cataluña","Barcelona","4142.0"
"Año 2018","Primero","Cataluña","Girona","466.0"
"Año 2018","Primero","Cataluña","Lleida","372.0"
"Año 2018","Primero","Cataluña","Tarragona","760.0"
"Año 2018","Primero","Comunitat Valenciana","Alicante/Alacant","2207.0"
"Año 2018","Primero","Comunitat Valenciana","Castellón/Castelló","423.0"
"Año 2018","Primero","Comunitat Valenciana","Valencia/València","2735.0"
"Año 2018","Primero","Extremadura","Badajoz","426.0"
"Año 2018","Primero","Extremadura","Cáceres","184.0"
"Año 2018","Primero","Galicia","A Coruña","471.0"
"Año 2018","Primero","Galicia","Lugo","130.0"
"Año 2018","Primero","Galicia","Ourense","177.0"
"Año 2018","Primero","Galicia","Pontevedra","476.0"
"Año 2018","Primero","Comunidad de Madrid","Madrid","6431.0"
"Año 2018","Primero","Región de Murcia","Murcia","2088.0"
"Año 2018","Primero","Comunidad Foral de Navarra","Navarra","445.0"
"Año 2018","Primero","País Vasco","Araba/Álava","235.0"
"Año 2018","Primero","País Vasco","Gipuzkoa","369.0"
"Año 2018","Primero","País Vasco","Bizkaia","822.0"
"Año 2018","Primero","La Rioja","La Rioja","174.0"
"Año 2018","Primero","Ceuta","Ceuta","80.0"
"Año 2018","Primero","Melilla","Melilla","122.0"
"Año 2018","Segundo","Andalucía","Almería","1236.0"
"Año 2018","Segundo","Andalucía","Cádiz","1048.0"
"Año 2018","Segundo","Andalucía","Córdoba","465.0"
"Año 2018","Segundo","Andalucía","Granada","797.0"
"Año 2018","Segundo","Andalucía","Huelva","616.0"
"Año 2018","Segundo","Andalucía","Jaén","521.0"
"Año 2018","Segundo","Andalucía","Málaga","2092.0"
"Año 2018","Segundo","Andalucía","Sevilla","2107.0"
"Año 2018","Segundo","Aragón","Huesca","94.0"
"Año 2018","Segundo","Aragón","Teruel","57.0"
"Año 2018","Segundo","Aragón","Zaragoza","900.0"
"Año 2018","Segundo","Principado de Asturias","Asturias","749.0"
"Año 2018","Segundo","Illes Balears","Illes Balears","1287.0"
"Año 2018","Segundo","Canarias","Las Palmas","1151.0"
"Año 2018","Segundo","Canarias","Santa Cruz de Tenerife","856.0"
"Año 2018","Segundo","Cantabria","Cantabria","424.0"
"Año 2018","Segundo","Castilla y León","Ávila","82.0"
"Año 2018","Segundo","Castilla y León","Burgos","179.0"
"Año 2018","Segundo","Castilla y León","León","239.0"
"Año 2018","Segundo","Castilla y León","Palencia","79.0"
"Año 2018","Segundo","Castilla y León","Salamanca","137.0"
"Año 2018","Segundo","Castilla y León","Segovia","104.0"
"Año 2018","Segundo","Castilla y León","Soria","30.0"
"Año 2018","Segundo","Castilla y León","Valladolid","356.0"
"Año 2018","Segundo","Castilla y León","Zamora","97.0"
"Año 2018","Segundo","Castilla-La Mancha","Albacete","222.0"
"Año 2018","Segundo","Castilla-La Mancha","Ciudad Real","401.0"
"Año 2018","Segundo","Castilla-La Mancha","Cuenca","94.0"
"Año 2018","Segundo","Castilla-La Mancha","Guadalajara","176.0"
"Año 2018","Segundo","Castilla-La Mancha","Toledo","433.0"
"Año 2018","Segundo","Cataluña","Barcelona","4139.0"
"Año 2018","Segundo","Cataluña","Girona","505.0"
"Año 2018","Segundo","Cataluña","Lleida","355.0"
"Año 2018","Segundo","Cataluña","Tarragona","850.0"
"Año 2018","Segundo","Comunitat Valenciana","Alicante/Alacant","2268.0"
"Año 2018","Segundo","Comunitat Valenciana","Castellón/Castelló","421.0"
"Año 2018","Segundo","Comunitat Valenciana","Valencia/València","3060.0"
"Año 2018","Segundo","Extremadura","Badajoz","427.0"
"Año 2018","Segundo","Extremadura","Cáceres","195.0"
"Año 2018","Segundo","Galicia","A Coruña","742.0"
"Año 2018","Segundo","Galicia","Lugo","169.0"
"Año 2018","Segundo","Galicia","Ourense","189.0"
"Año 2018","Segundo","Galicia","Pontevedra","625.0"
"Año 2018","Segundo","Comunidad de Madrid","Madrid","6698.0"
"Año 2018","Segundo","Región de Murcia","Murcia","2117.0"
"Año 2018","Segundo","Comunidad Foral de Navarra","Navarra","455.0"
"Año 2018","Segundo","País Vasco","Araba/Álava","252.0"
"Año 2018","Segundo","País Vasco","Gipuzkoa","333.0"
"Año 2018","Segundo","País Vasco","Bizkaia","846.0"
"Año 2018","Segundo","La Rioja","La Rioja","203.0"
"Año 2018","Segundo","Ceuta","Ceuta","65.0"
"Año 2018","Segundo","Melilla","Melilla","134.0"
"Año 2018","Tercero","Andalucía","Almería","1183.0"
"Año 2018","Tercero","Andalucía","Cádiz","1113.0"
"Año 2018","Tercero","Andalucía","Córdoba","470.0"
"Año 2018","Tercero","Andalucía","Granada","938.0"
"Año 2018","Tercero","Andalucía","Huelva","552.0"
"Año 2018","Tercero","Andalucía","Jaén","485.0"
"Año 2018","Tercero","Andalucía","Málaga","2058.0"
"Año 2018","Tercero","Andalucía","Sevilla","1827.0"
"Año 2018","Tercero","Aragón","Huesca","133.0"
"Año 2018","Tercero","Aragón","Teruel","68.0"
"Año 2018","Tercero","Aragón","Zaragoza","895.0"
"Año 2018","Tercero","Principado de Asturias","Asturias","765.0"
"Año 2018","Tercero","Illes Balears","Illes Balears","1539.0"
"Año 2018","Tercero","Canarias","Las Palmas","1129.0"
"Año 2018","Tercero","Canarias","Santa Cruz de Tenerife","977.0"
"Año 2018","Tercero","Cantabria","Cantabria","576.0"
"Año 2018","Tercero","Castilla y León","Ávila","86.0"
"Año 2018","Tercero","Castilla y León","Burgos","211.0"
"Año 2018","Tercero","Castilla y León","León","250.0"
"Año 2018","Tercero","Castilla y León","Palencia","79.0"
"Año 2018","Tercero","Castilla y León","Salamanca","177.0"
"Año 2018","Tercero","Castilla y León","Segovia","88.0"
"Año 2018","Tercero","Castilla y León","Soria","38.0"
"Año 2018","Tercero","Castilla y León","Valladolid","349.0"
"Año 2018","Tercero","Castilla y León","Zamora","85.0"
"Año 2018","Tercero","Castilla-La Mancha","Albacete","270.0"
"Año 2018","Tercero","Castilla-La Mancha","Ciudad Real","522.0"
"Año 2018","Tercero","Castilla-La Mancha","Cuenca","125.0"
"Año 2018","Tercero","Castilla-La Mancha","Guadalajara","217.0"
"Año 2018","Tercero","Castilla-La Mancha","Toledo","468.0"
"Año 2018","Tercero","Cataluña","Barcelona","4041.0"
"Año 2018","Tercero","Cataluña","Girona","557.0"
"Año 2018","Tercero","Cataluña","Lleida","426.0"
"Año 2018","Tercero","Cataluña","Tarragona","792.0"
"Año 2018","Tercero","Comunitat Valenciana","Alicante/Alacant","2280.0"
"Año 2018","Tercero","Comunitat Valenciana","Castellón/Castelló","467.0"
"Año 2018","Tercero","Comunitat Valenciana","Valencia/València","3321.0"
"Año 2018","Tercero","Extremadura","Badajoz","406.0"
"Año 2018","Tercero","Extremadura","Cáceres","188.0"
"Año 2018","Tercero","Galicia","A Coruña","714.0"
"Año 2018","Tercero","Galicia","Lugo","195.0"
"Año 2018","Tercero","Galicia","Ourense","213.0"
"Año 2018","Tercero","Galicia","Pontevedra","662.0"
"Año 2018","Tercero","Comunidad de Madrid","Madrid","6988.0"
"Año 2018","Tercero","Región de Murcia","Murcia","2325.0"
"Año 2018","Tercero","Comunidad Foral de Navarra","Navarra","461.0"
"Año 2018","Tercero","País Vasco","Araba/Álava","225.0"
"Año 2018","Tercero","País Vasco","Gipuzkoa","377.0"
"Año 2018","Tercero","País Vasco","Bizkaia","830.0"
"Año 2018","Tercero","La Rioja","La Rioja","245.0"
"Año 2018","Tercero","Ceuta","Ceuta","68.0"
"Año 2018","Tercero","Melilla","Melilla","106.0"
"Año 2018","Cuarto","Andalucía","Almería","1126.0"
"Año 2018","Cuarto","Andalucía","Cádiz","1078.0"
"Año 2018","Cuarto","Andalucía","Córdoba","456.0"
"Año 2018","Cuarto","Andalucía","Granada","1015.0"
"Año 2018","Cuarto","Andalucía","Huelva","493.0"
"Año 2018","Cuarto","Andalucía","Jaén","538.0"
"Año 2018","Cuarto","Andalucía","Málaga","1935.0"
"Año 2018","Cuarto","Andalucía","Sevilla","1847.0"
"Año 2018","Cuarto","Aragón","Huesca","106.0"
"Año 2018","Cuarto","Aragón","Teruel","32.0"
"Año 2018","Cuarto","Aragón","Zaragoza","899.0"
"Año 2018","Cuarto","Principado de Asturias","Asturias","795.0"
"Año 2018","Cuarto","Illes Balears","Illes Balears","1356.0"
"Año 2018","Cuarto","Canarias","Las Palmas","1168.0"
"Año 2018","Cuarto","Canarias","Santa Cruz de Tenerife","960.0"
"Año 2018","Cuarto","Cantabria","Cantabria","479.0"
"Año 2018","Cuarto","Castilla y León","Ávila","87.0"
"Año 2018","Cuarto","Castilla y León","Burgos","172.0"
"Año 2018","Cuarto","Castilla y León","León","257.0"
"Año 2018","Cuarto","Castilla y León","Palencia","75.0"
"Año 2018","Cuarto","Castilla y León","Salamanca","164.0"
"Año 2018","Cuarto","Castilla y León","Segovia","88.0"
"Año 2018","Cuarto","Castilla y León","Soria","44.0"
"Año 2018","Cuarto","Castilla y León","Valladolid","373.0"
"Año 2018","Cuarto","Castilla y León","Zamora","65.0"
"Año 2018","Cuarto","Castilla-La Mancha","Albacete","219.0"
"Año 2018","Cuarto","Castilla-La Mancha","Ciudad Real","400.0"
"Año 2018","Cuarto","Castilla-La Mancha","Cuenca","115.0"
"Año 2018","Cuarto","Castilla-La Mancha","Guadalajara","208.0"
"Año 2018","Cuarto","Castilla-La Mancha","Toledo","523.0"
"Año 2018","Cuarto","Cataluña","Barcelona","3921.0"
"Año 2018","Cuarto","Cataluña","Girona","633.0"
"Año 2018","Cuarto","Cataluña","Lleida","376.0"
"Año 2018","Cuarto","Cataluña","Tarragona","763.0"
"Año 2018","Cuarto","Comunitat Valenciana","Alicante/Alacant","2091.0"
"Año 2018","Cuarto","Comunitat Valenciana","Castellón/Castelló","440.0"
"Año 2018","Cuarto","Comunitat Valenciana","Valencia/València","3207.0"
"Año 2018","Cuarto","Extremadura","Badajoz","449.0"
"Año 2018","Cuarto","Extremadura","Cáceres","195.0"
"Año 2018","Cuarto","Galicia","A Coruña","725.0"
