Comunidades y ciudades autónomas;Grupo de edad ;Periodo;Total
País Vasco;De 25 a 44 años;2019;1
País Vasco;De 25 a 44 años;2018;1
País Vasco;De 25 a 44 años;2017;3
País Vasco;De 25 a 44 años;2016;2
País Vasco;De 25 a 44 años;2015;1
País Vasco;De 45 a 64 años;2023;""
País Vasco;De 45 a 64 años;2022;""
País Vasco;De 45 a 64 años;2021;1
País Vasco;De 45 a 64 años;2020;0
País Vasco;De 45 a 64 años;2019;0
País Vasco;De 45 a 64 años;2018;0
País Vasco;De 45 a 64 años;2017;0
País Vasco;De 45 a 64 años;2016;0
País Vasco;De 45 a 64 años;2015;1
País Vasco;65 y más años;2023;""
País Vasco;65 y más años;2022;""
País Vasco;65 y más años;2021;0
País Vasco;65 y más años;2020;0
País Vasco;65 y más años;2019;1
País Vasco;65 y más años;2018;0
País Vasco;65 y más años;2017;0
País Vasco;65 y más años;2016;0
País Vasco;65 y más años;2015;0
Rioja, La;Todas las edades;2023;""
Rioja, La;Todas las edades;2022;""
Rioja, La;Todas las edades;2021;29
Rioja, La;Todas las edades;2020;41
Rioja, La;Todas las edades;2019;52
Rioja, La;Todas las edades;2018;32
Rioja, La;Todas las edades;2017;29
Rioja, La;Todas las edades;2016;14
Rioja, La;Todas las edades;2015;49
Rioja, La;Menos de 18 años;2023;""
Rioja, La;Menos de 18 años;2022;""
Rioja, La;Menos de 18 años;2021;0
Rioja, La;Menos de 18 años;2020;0
Rioja, La;Menos de 18 años;2019;1
Rioja, La;Menos de 18 años;2018;1
Rioja, La;Menos de 18 años;2017;1
Rioja, La;Menos de 18 años;2016;0
Rioja, La;Menos de 18 años;2015;1
Rioja, La;De 18 a 24 años;2023;""
Rioja, La;De 18 a 24 años;2022;""
Rioja, La;De 18 a 24 años;2021;2
Rioja, La;De 18 a 24 años;2020;3
Rioja, La;De 18 a 24 años;2019;4
Rioja, La;De 18 a 24 años;2018;3
Rioja, La;De 18 a 24 años;2017;8
Rioja, La;De 18 a 24 años;2016;0
Rioja, La;De 18 a 24 años;2015;2
Rioja, La;De 25 a 44 años;2023;""
Rioja, La;De 25 a 44 años;2022;""
Rioja, La;De 25 a 44 años;2021;13
Rioja, La;De 25 a 44 años;2020;23
Rioja, La;De 25 a 44 años;2019;32
Rioja, La;De 25 a 44 años;2018;14
Rioja, La;De 25 a 44 años;2017;16
Rioja, La;De 25 a 44 años;2016;10
Rioja, La;De 25 a 44 años;2015;32
Rioja, La;De 45 a 64 años;2023;""
Rioja, La;De 45 a 64 años;2022;""
Rioja, La;De 45 a 64 años;2021;14
Rioja, La;De 45 a 64 años;2020;14
Rioja, La;De 45 a 64 años;2019;13
Rioja, La;De 45 a 64 años;2018;14
Rioja, La;De 45 a 64 años;2017;4
Rioja, La;De 45 a 64 años;2016;3
Rioja, La;De 45 a 64 años;2015;12
Rioja, La;65 y más años;2023;""
Rioja, La;65 y más años;2022;""
Rioja, La;65 y más años;2021;0
Rioja, La;65 y más años;2020;1
Rioja, La;65 y más años;2019;2
Rioja, La;65 y más años;2018;0
Rioja, La;65 y más años;2017;0
Rioja, La;65 y más años;2016;1
Rioja, La;65 y más años;2015;2
Ceuta;Todas las edades;2023;""
Ceuta;Todas las edades;2022;""
Ceuta;Todas las edades;2021;9
Ceuta;Todas las edades;2020;9
Ceuta;Todas las edades;2019;3
Ceuta;Todas las edades;2018;0
Ceuta;Todas las edades;2017;0
Ceuta;Todas las edades;2016;6
Ceuta;Todas las edades;2015;41
Ceuta;Menos de 18 años;2023;""
Ceuta;Menos de 18 años;2022;""
Ceuta;Menos de 18 años;2021;0
Ceuta;Menos de 18 años;2020;0
Ceuta;Menos de 18 años;2019;0
Ceuta;Menos de 18 años;2018;0
Ceuta;Menos de 18 años;2017;0
Ceuta;Menos de 18 años;2016;0
Ceuta;Menos de 18 años;2015;0
Ceuta;De 18 a 24 años;2023;""
Ceuta;De 18 a 24 años;2022;""
Ceuta;De 18 a 24 años;2021;1
Ceuta;De 18 a 24 años;2020;1
Ceuta;De 18 a 24 años;2019;1
Ceuta;De 18 a 24 años;2018;0
Ceuta;De 18 a 24 años;2017;0
Ceuta;De 18 a 24 años;2016;1
Ceuta;De 18 a 24 años;2015;5
Ceuta;De 25 a 44 años;2023;""
Ceuta;De 25 a 44 años;2022;""
Ceuta;De 25 a 44 años;2021;5
Ceuta;De 25 a 44 años;2020;8
Ceuta;De 25 a 44 años;2019;1
Ceuta;De 25 a 44 años;2018;0
Ceuta;De 25 a 44 años;2017;0
Ceuta;De 25 a 44 años;2016;4
Ceuta;De 25 a 44 años;2015;24
Ceuta;De 45 a 64 años;2023;""
Ceuta;De 45 a 64 años;2022;""
Ceuta;De 45 a 64 años;2021;3
Ceuta;De 45 a 64 años;2020;0
Ceuta;De 45 a 64 años;2019;1
Ceuta;De 45 a 64 años;2018;0
Ceuta;De 45 a 64 años;2017;0
Ceuta;De 45 a 64 años;2016;1
Ceuta;De 45 a 64 años;2015;12
Ceuta;65 y más años;2023;""
Ceuta;65 y más años;2022;""
Ceuta;65 y más años;2021;0
Ceuta;65 y más años;2020;0
Ceuta;65 y más años;2019;0
Ceuta;65 y más años;2018;0
Ceuta;65 y más años;2017;0
Ceuta;65 y más años;2016;0
Ceuta;65 y más años;2015;0
Melilla;Todas las edades;2023;""
Melilla;Todas las edades;2022;""
Melilla;Todas las edades;2021;8
Melilla;Todas las edades;2020;11
Melilla;Todas las edades;2019;14
Melilla;Todas las edades;2018;17
Melilla;Todas las edades;2017;22
Melilla;Todas las edades;2016;12
Melilla;Todas las edades;2015;20
Melilla;Menos de 18 años;2023;""
Melilla;Menos de 18 años;2022;""
Melilla;Menos de 18 años;2021;0
Melilla;Menos de 18 años;2020;0
Melilla;Menos de 18 años;2019;0
Melilla;Menos de 18 años;2018;0
Melilla;Menos de 18 años;2017;0
Melilla;Menos de 18 años;2016;0
Melilla;Menos de 18 años;2015;0
Melilla;De 18 a 24 años;2023;""
Melilla;De 18 a 24 años;2022;""
Melilla;De 18 a 24 años;2021;0
Melilla;De 18 a 24 años;2020;0
Melilla;De 18 a 24 años;2019;2
Melilla;De 18 a 24 años;2018;0
Melilla;De 18 a 24 años;2017;3
Melilla;De 18 a 24 años;2016;0
Melilla;De 18 a 24 años;2015;2
Melilla;De 25 a 44 años;2023;""
Melilla;De 25 a 44 años;2022;""
Melilla;De 25 a 44 años;2021;4
Melilla;De 25 a 44 años;2020;6
Melilla;De 25 a 44 años;2019;9
Melilla;De 25 a 44 años;2018;8
Melilla;De 25 a 44 años;2017;16
Melilla;De 25 a 44 años;2016;4
Melilla;De 25 a 44 años;2015;14
Melilla;De 45 a 64 años;2023;""
Melilla;De 45 a 64 años;2022;""
Melilla;De 45 a 64 años;2021;3
Melilla;De 45 a 64 años;2020;5
Melilla;De 45 a 64 años;2019;3
Melilla;De 45 a 64 años;2018;8
Melilla;De 45 a 64 años;2017;3
Melilla;De 45 a 64 años;2016;7
Melilla;De 45 a 64 años;2015;3
Melilla;65 y más años;2023;""
Melilla;65 y más años;2022;""
Melilla;65 y más años;2021;1
Melilla;65 y más años;2020;0
Melilla;65 y más años;2019;0
Melilla;65 y más años;2018;1
Melilla;65 y más años;2017;0
Melilla;65 y más años;2016;1
Melilla;65 y más años;2015;1
